Organization Name,Organization Name URL,Categories,Headquarters Location,Description,CB Rank (Company)
ProducePay,https://www.crunchbase.com/organization/produce-pay,"Agriculture, Farming, Financial Services, FinTech, Payments","Los Angeles, California, United States",ProducePay provides a wide array of payment solutions to the fresh-produce industry and its agents.,449
Panaseer Limited,https://www.crunchbase.com/organization/panaseer,"Big Data, Cyber Security, Enterprise Software, Information Technology","London, England, United Kingdom",Panaseer offers automated cyber risk assessments.,454
Peel,https://www.crunchbase.com/organization/peel,"Consumer Electronics, Content Discovery, Digital Entertainment, Media and Entertainment, Mobile, Software","Mountain View, California, United States","Peel is the leading universal home control and video content discovery platform w/ 130M+ users worldwide, generating 140B+ remote commands",461
P2Binvestor,https://www.crunchbase.com/organization/p2binvestor,"Crowdfunding, Finance, FinTech, Lending","Denver, Colorado, United States",P2Binvestor is a crowdfunded receivables finance company operating an investment platform for small- and mid-sized businesses.,464
Palantir Technologies,https://www.crunchbase.com/organization/palantir-technologies,"Analytics, Computer, Information Technology, Software","Palo Alto, California, United States","Palantir Technologies offers a suite of software applications for integrating, visualizing, and analyzing information.",473
Planet,https://www.crunchbase.com/organization/planet-labs,"Aerospace, Analytics, Big Data, Geospatial","San Francisco, California, United States",Planet builds small satellites and delivers information about the changing planet.,488
Practice,https://www.crunchbase.com/organization/practice,"Corporate Training, E-Learning, EdTech, Education, Human Resources, Management Consulting, SaaS, Skill Assessment","Philadelphia, Pennsylvania, United States",Practice is an applied video microlearning solution used to sustain continuous learning cultures and drive innovation.,492
ParkWhiz,https://www.crunchbase.com/organization/parkwhiz,"E-Commerce, Geospatial, Parking","Chicago, Illinois, United States",ParkWhiz helps build the future of mobility by making parking easy for all.,509
Policybazaar,https://www.crunchbase.com/organization/policybazaar,"Auto Insurance, Commercial Insurance, Finance, Health Insurance, Internet, Life Insurance","Gurgaon, Haryana, India",Policybazaar is an insurance aggregator website that compares financial services from major insurance companies.,510
"Paradromics, Inc.",https://www.crunchbase.com/organization/paradromics,"Biotechnology, Health Care","San Jose, California, United States",Paradromics is developing broadband for the brain,531
Proterra,https://www.crunchbase.com/organization/proterra,"Battery, Energy Storage, Public Transportation, Renewable Energy","Burlingame, California, United States","Proterra makes zero-emission, battery-electric buses that help eliminate fossil fuel dependency and reduce costs.",561
Petrobras,https://www.crunchbase.com/organization/petrobras,"Energy, Energy Efficiency, Oil and Gas","Houston, Texas, United States",Petrobras is driven by the challenge of supplying the energy that propels development and ensures the future of the society with,586
Pulse Q&A,https://www.crunchbase.com/organization/pulse-q-a,"Crowdsourcing, IT Management, Market Research, Q&A","San Francisco, California, United States",Pulse Q&A empowers CIOs to make innovation and spend decisions based on crowdsourced data from thousands of their peers.,591
"PAX Labs, Inc.",https://www.crunchbase.com/organization/pax-labs,"Consumer Electronics, Marijuana, Personal Health","San Francisco, California, United States","PAX Labs, Inc., is a vaporizers and e-cigarettes manufacturer and supplier.",596
PurpleBricks,https://www.crunchbase.com/organization/purplebricks,"Marketing Automation, Property Management, Real Estate","Solihull, Solihull, United Kingdom","PurpleBricks is an online real estate agent that helps its clients to sell, buy, and let their properties.",623
Phenom People,https://www.crunchbase.com/organization/phenom-people,"Artificial Intelligence, CRM, Information Technology, Machine Learning, SaaS, Software","Ambler, Pennsylvania, United States",Phenom People is the leader in the Talent Relationship Marketing category.,632
Palo Alto Networks,https://www.crunchbase.com/organization/palo-alto-networks,"Cyber Security, Network Security, Security","Santa Clara, California, United States",Palo Alto Networks produces hardware firewall products that take an app-centric method for traffic classification and enable app visibility.,678
Pivotal,https://www.crunchbase.com/organization/pivotal,"Big Data, Cloud Computing, Enterprise Software, PaaS, Software","San Francisco, California, United States",Pivotal is a software company that provides digital transformation technology and services.,679
Pleo,https://www.crunchbase.com/organization/pagobox,"Information Technology, Mobile Payments, Payments","Copenhagen, Hovedstaden, Denmark","Pleo offers smart payment cards for employees for them to buy things they need for work, while keeping the companies in control of spending.",707
Province Brands,https://www.crunchbase.com/organization/province,"Craft Beer, FMCG, Food and Beverage","Toronto, Ontario, Canada",Province is a luxury FMCG business: On the edge of cannabinoid science. The first global brand offering products made from cannabis.,713
Purdue Pharma,https://www.crunchbase.com/organization/purdue-pharma,"Biotechnology, Health Care","Stamford, Connecticut, United States","Purdue Pharma L.P., a pharmaceutical company committed to improving patients' lives and serving the healthcare community.",736
Prospa,https://www.crunchbase.com/organization/prospa,"Finance, Financial Services, Small and Medium Businesses","Sydney, New South Wales, Australia",Prospa is an Australian owned and operated online lending service provider for small businesses within the region.,738
Personal Capital,https://www.crunchbase.com/organization/personal-capital,"Finance, Financial Services, FinTech, Wealth Management","San Carlos, California, United States",Personal Capital is the leading digital wealth management firm.,744
Puppet,https://www.crunchbase.com/organization/puppet-labs,"Application Performance Management, Information Services, Information Technology, Infrastructure, Software","Portland, Oregon, United States",Puppet is an information technology automation software company designed for system administrators.,748
PagerDuty,https://www.crunchbase.com/organization/pagerduty,"Cloud Computing, Information Technology, IT Management, SaaS","San Francisco, California, United States",PagerDuty is an operations performance platform delivering visibility and actionable intelligence across the entire incident lifecycle.,763
Puls,https://www.crunchbase.com/organization/cellsavers,"Android, Consumer Electronics, iOS","San Francisco, California, United States","Puls provides rapid-response in-home repair and installation for smartphones and smart homes, through a network of skilled technicians",780
Pandora,https://www.crunchbase.com/organization/pandora,"Advertising, Broadcasting, Internet, Internet Radio, Music, Navigation, Software, Technical Support, Video Streaming","Oakland, California, United States",Pandora provides internet radio and recommendation services.,798
PINTEC,https://www.crunchbase.com/organization/pintec,,"Beijing, Beijing, China",PINTEC is a leading independent technology platform enabling financial services in China. ,818
Parsable,https://www.crunchbase.com/organization/parsable,"Collaboration, Enterprise Software, Messaging, Mobile, Software","San Francisco, California, United States",Parsable helps industrial companies get jobs done right by replacing paper workflows with collaboration technology for industrial work.,822
Pingboard,https://www.crunchbase.com/organization/pingboard,"Collaboration, Enterprise Software, Human Resources, SaaS","Austin, Texas, United States","Pingboard is a real-time, collaborative org chart that makes it easy to organize teams and workforce planning.",823
Prezi,https://www.crunchbase.com/organization/prezi,"Cloud Data Services, Presentations, SaaS, Software","San Francisco, California, United States","Prezi is the interactive, cloud-based presentation platform that helps you connect more powerfully with your audience.",846
Pymetrics,https://www.crunchbase.com/organization/pymetrics,"Artificial Intelligence, Neuroscience, Recruiting","New York, New York, United States","matching people to jobs, accurately and fairly.",847
PayStand,https://www.crunchbase.com/organization/paystand,"B2B, Billing, Bitcoin, FinTech, Payments, SaaS","Scotts Valley, California, United States",PayStand is a leading cloud-based billing & payment platform for B2B companies.,888
Porch,https://www.crunchbase.com/organization/porch,"Database, Home and Garden, Home Improvement, Marketplace","Seattle, Washington, United States",Porch.com is a home services platform that helps homeowners maintain their home and get projects done by connecting them with quality pros.,923
Plastiq,https://www.crunchbase.com/organization/plastiq,"Credit Cards, E-Commerce, Financial Services, FinTech, Payments","San Francisco, California, United States","Plastiq is bill pay with benefits. Use a credit card for practically any expense, even ones like rent that normally require a check.",930
Power Ledger,https://www.crunchbase.com/organization/power-ledger,"Consumer Software, Renewable Energy, Software","Perth, Western Australia, Australia","Power Ledger has developed a series of world-leading blockchain energy applications, such as its P2P energy trading application.",936
"Preferred Networks, Inc",https://www.crunchbase.com/organization/preferred-networks,"Artificial Intelligence, Biotechnology, Health Care, Internet of Things, Machine Learning, Manufacturing, Robotics, Software","Otemachi, Tokyo, Japan",Preferred Networks applies cutting-edge deep learning technology to applications in the the Internet of Things,950
Plenty Inc.,https://www.crunchbase.com/organization/see-jane-farm,"Agriculture, AgTech, Big Data, Machine Learning, Sustainability, Water","South San Francisco, California, United States",Plenty is an agriculture technology company that develops plant sciences for crops to flourish in a pesticide- and GMO-free environment.,958
Parachute Health,https://www.crunchbase.com/organization/parachute-health,"Fitness, Health Care, Medical","Manhattan, New York, United States",Parachute Health is a provider of medical equipment ordering software.,974
Ping An Good Doctor,https://www.crunchbase.com/organization/ping-an-good-doctor,"Consulting, Health Care, Medical Device","Shenzhen, Guangdong, China",Ping An Good Doctor is an Online-to-offline (O2O) healthcare servicing platform,996
Paytm Mall,https://www.crunchbase.com/organization/paytm-mall,"E-Commerce Platforms, Internet, Retail, Shopping","Noida, Uttar Pradesh, India",Paytm Mall is an online and mobile marketplace and a subsidiary of One97 Communications' Paytm brand.,"1,007"
Precision BioSciences,https://www.crunchbase.com/organization/precision-biosciences,"Biotechnology, Genetics, Health Care, Medical","Durham, North Carolina, United States","Precision BioSciences is a biotechnology company dedicated to improving lives through its next-generation gene editing technology, ARCUS.","1,028"
Pinduoduo,https://www.crunchbase.com/organization/pinduoduo,"E-Commerce, E-Commerce Platforms, Group Buying","Shanghai, Shanghai, China",Pinduoduo is an e-commerce platform,"1,040"
PointClickCare,https://www.crunchbase.com/organization/pointclickcare,"Elder Care, Enterprise Software, SaaS, Web Browsers","Mississauga, Ontario, Canada",PointClickCare develops web-based products and services to help long-term care providers manage the complete lifecycle of resident care.,"1,049"
ProsperWorks,https://www.crunchbase.com/organization/prosperworks,"Apps, CRM, Enterprise Software, SaaS, Sales, Software","San Francisco, California, United States",ProsperWorks offers customer relationship management solutions for companies that use Google applications.,"1,056"
Parametric Technology (PTC),https://www.crunchbase.com/organization/parametric-technology,"3D Technology, CAD, Enterprise Software, Health Care, Information Services, Information Technology, Manufacturing, Product Design, Software","Needham, Massachusetts, United States","Parametric Technology Corporation develops, markets and supports product lifecycle management software solutions and associated services.","1,080"
Prifender,https://www.crunchbase.com/organization/prifender,"Artificial Intelligence, Big Data, Cloud Data Services, Computer, Privacy, Software","Bellevue, Washington, United States",Prifender uses artificial intelligence technology to map personal information across all stores of identity in an enterprise.,"1,090"
Poshmark,https://www.crunchbase.com/organization/poshmark,"E-Commerce, Fashion, Marketplace, Peer to Peer","Redwood City, California, United States","Poshmark is the largest social marketplace for fashion where anyone can buy, sell and share their style with others.","1,108"
PeerStreet,https://www.crunchbase.com/organization/peerstreet,"Crowdfunding, FinTech, Real Estate, Real Estate Investment","Los Angeles, California, United States",PeerStreet is a crowdfunding platform that gives investors easy access to high-yielding loans that are collateralized with real estate.,"1,113"
Penny,https://www.crunchbase.com/organization/penny-2,"Finance, Financial Services, Mobile","San Francisco, California, United States",Penny is a personal finance app that takes the pain out of keeping track of your finances.,"1,129"
Plexxi,https://www.crunchbase.com/organization/plexxi,"Cloud Data Services, Data Center, Web Hosting","Nashua, New Hampshire, United States","Plexxi, an affinity-driven networking solutions provider, develops an optimized network that improves the performance of applications.","1,132"
Plum,https://www.crunchbase.com/organization/plum-6,"Financial Services, FinTech, Personal Finance","London, England, United Kingdom","Plum is a personal savings assistant that links, monitors users current accounts, and send notifications about balances and savings.","1,136"
PillPack,https://www.crunchbase.com/organization/pillpack,"Health Care, Hospital, Internet, Pharmaceutical","Boston, Massachusetts, United States",PillPack is an online pharmacy offering a modern technology-based system that helps people take timely medication.,"1,155"
Progressly,https://www.crunchbase.com/organization/progress-ly,"Data Integration, Enterprise Software, Mobile, SaaS","Redwood City, California, United States",Progressly is a cloud-based Operational Performance Management solution that helps its customers transform their operations. ,"1,156"
Protean Electric,https://www.crunchbase.com/organization/protean-electric,"Automotive, Electric Vehicle, Electronics","Troy, Michigan, United States",Protean Electric is a global automotive technology firm.,"1,188"
Pipl,https://www.crunchbase.com/organization/pipl,"Big Data, Business Intelligence, Fraud Detection, Identity Management, Search Engine","Post Falls, Idaho, United States","Pipl is a people data company that makes it easy for anyone to get contact, social, demographic and professional information about people.","1,202"
Purplle,https://www.crunchbase.com/organization/purplle,"E-Commerce, Mobile Apps, Retail, Shopping","Mumbai, Maharashtra, India","Purplle is an online store selling cosmetics, fragrances, and skin and hair care products.","1,213"
Pixoneye,https://www.crunchbase.com/organization/pixoneye,"Advertising, Computer Vision, Email Marketing, Machine Learning, Marketing, Marketing Automation, Software","London, England, United Kingdom","Pixoneye is a data analytics SaaS company based in London, England.","1,219"
Pioneer Square Labs,https://www.crunchbase.com/organization/pioneer-square-labs,"Artificial Intelligence, Enterprise Software, Internet, Machine Learning, Mobile","Seattle, Washington, United States","PSL is a startup studio and early-stage venture capital fund based in Seattle, Washington.","1,230"
Pendo,https://www.crunchbase.com/organization/pendo-io,"Analytics, Apps, Enterprise Software, Guides, Mobile, Product Design, Product Management, SaaS, UX Design","Raleigh, North Carolina, United States",Pendo is a product experience platform.,"1,233"
Pathgather,https://www.crunchbase.com/organization/pathgather,"Corporate Training, Education, Training","New York, New York, United States",Employee-driven enterprise learning,"1,256"
PlaceIQ,https://www.crunchbase.com/organization/placeiq,"Advertising, Big Data, Information Technology, Location Based Services, Mobile","New York, New York, United States",PlaceIQ provides location intelligence services that enable advertisers to reach mobile brand audiences for marketing activities.,"1,282"
Payoneer,https://www.crunchbase.com/organization/payoneer,"B2B, E-Commerce, Finance, FinTech, Internet, Mobile, Payments","New York, New York, United States","Payoneer empowers global commerce by connecting businesses, professionals, countries and currencies with its cross-border payment platform.","1,309"
Plex,https://www.crunchbase.com/organization/plex,"Digital Media, Media and Entertainment, Mobile, Mobile Apps, Video Streaming","Los Gatos, California, United States","Plex organizes all of your video, music, and photo collections and gives you instant access to them on all of your devices.","1,317"
Pindrop,https://www.crunchbase.com/organization/pindrop-security,"Audio, Cloud Computing, Fraud Detection, Mobile, Retail Technology, Risk Management, Security","Atlanta, Georgia, United States",Pindrop is a pioneer in voice security and authentication.,"1,335"
PrecisionHawk,https://www.crunchbase.com/organization/precisionhawk,"Aerospace, Artificial Intelligence, Autonomous Vehicles, Robotics","Raleigh, North Carolina, United States",Precision Hawk offers a fully autonomous UAV performing low altitude aerial data collection and subsequent data management and analysis.,"1,343"
Photomyne,https://www.crunchbase.com/organization/photomyne,"Digital Media, Photo Editing, Photography","Tel Aviv, Tel Aviv, Israel","Photomyne is a smart and easy-to-use app that lets user scan entire photo albums, save, share, and enjoy their life memories.","1,347"
PayScale,https://www.crunchbase.com/organization/payscale,"Big Data, Enterprise Software, Human Resources","Seattle, Washington, United States",PayScale provides compensation data and services to individuals and employers through its online tools and software.,"1,348"
Periscope Data,https://www.crunchbase.com/organization/periscope-inc,"Analytics, B2B, Big Data, Cloud Data Services, Data Integration, Data Storage, Data Visualization, SaaS","San Francisco, California, United States","Periscope Data is an end-to-end data analytics platform that enables powerful data team collaboration on a single, unified platform. ","1,352"
Pivot3,https://www.crunchbase.com/organization/pivot3,"Data Center, Data Storage, Software, Video, Virtual Desktop","Austin, Texas, United States",Pivot3 is the world’s leading provider of dynamic hyperconverged solutions.,"1,374"
Pared,https://www.crunchbase.com/organization/pared,"Marketplace, Restaurants, Service Industry","San Francisco, California, United States",Pared is an on-demand tool for restaurant workers.,"1,397"
Perch,https://www.crunchbase.com/organization/perch-34e2,"Commercial Real Estate, Property Management, Real Estate, Real Estate Investment","New York, New York, United States",Perch is a real estate company that transforms and simplify the way people buy and sell their homes.,"1,410"
Pie Insurance,https://www.crunchbase.com/organization/pie-insurance,"FinTech, Insurance, InsurTech, Small and Medium Businesses","Washington, District of Columbia, United States",Workers' compensation insurance that makes you smile.,"1,418"
Phantom,https://www.crunchbase.com/organization/phantom-cyber,"Cyber Security, Network Security, Security","Palo Alto, California, United States","Phantom is a purpose-built, community-powered security automation, and orchestration platform.","1,472"
Platform.sh,https://www.crunchbase.com/organization/platform-sh,"Cloud Management, E-Commerce, Internet, Open Source, PaaS, Software","Paris, Ile-de-France, France","Platform.sh is an automated, continuous-deployment high-availability cloud hosting solution","1,488"
Practo,https://www.crunchbase.com/organization/practo-technologies-pvt-ltd,"Health Care, Marketplace, SaaS","Bangalore, Karnataka, India","Practo is a technology firm which enhances patient experience by revving-up clinics across India with simple, technology products.","1,504"
Pony.ai,https://www.crunchbase.com/organization/pony-ai,"Artificial Intelligence, Automotive, Autonomous Vehicles, Transportation","Fremont, California, United States",Pony.ai is a developer of AI-based robot designed for autonomous driving.,"1,537"
Percolate,https://www.crunchbase.com/organization/percolate,"Analytics, Asset Management, Content, Content Marketing, Enterprise Software, Project Management, SEO, Social Media","New York, New York, United States",The System of Record for Marketing,"1,538"
PTC Therapeutics,https://www.crunchbase.com/organization/ptc-therapeutics,"Biotechnology, Health Care, Therapeutics","South Plainfield, New Jersey, United States","PTC Therapeutics is a biopharmaceutical company that engages in the discovery, development and commercialization of small-molecule drugs.","1,564"
"Procore Technologies, Inc.",https://www.crunchbase.com/organization/procore-technologies,"Construction, Project Management, SaaS, Software","Carpinteria, California, United States",Procore is a cloud-based construction management software application.,"1,606"
Prodigy Finance,https://www.crunchbase.com/organization/prodigy-finance,"Alumni, Crowdfunding, Education, Finance, FinTech","London, England, United Kingdom",Prodigy Finance provides borderless postgraduate student loans to international students to attend a top school.,"1,608"
Phorest,https://www.crunchbase.com/organization/phorest,"Enterprise Software, SaaS, Social CRM, Software","Dublin, Dublin, Ireland",Phorest operates a web-based salon management tool and online booking services.,"1,665"
Practice Fusion,https://www.crunchbase.com/organization/practice-fusion,"Electronics, Health Care, Medical","San Francisco, California, United States","Practice Fusion provides a free, web-based Electronic Health Record (EMR) system and medical practice management technology to physicians.","1,707"
Payfone,https://www.crunchbase.com/organization/payfone,"Call Center, Identity Management, Mobile, Software, Wireless","New York, New York, United States",Payfone is a mobile and digital identity authentication solutions provider.,"1,715"
Passport,https://www.crunchbase.com/organization/passportparking,"Enterprise Software, Government, GovTech, Mobile Payments, Public Transportation, SaaS","Charlotte, North Carolina, United States",Passport transforms the way cities manage their operations by reducing operational complexity and delivering intelligent data.,"1,734"
PitchBook Data,https://www.crunchbase.com/organization/pitchbook-data,"Analytics, Finance, SaaS, Venture Capital","Seattle, Washington, United States","PitchBook provides comprehensive M&A, private equity, and venture capital data, as well as daily industry news and analysis.","1,739"
Paxata,https://www.crunchbase.com/organization/paxata,"Analytics, Data Integration, Private Cloud, Software","Redwood City, California, United States",Paxata is the first Adaptive Data Preparation™ platform built for the analyst to turn raw data into ready data for analytics.,"1,744"
Privateer Holdings,https://www.crunchbase.com/organization/privateer-holdings,"Finance, Financial Services, Marijuana, Venture Capital","Seattle, Washington, United States",Privateer Holdings is a private equity firm shaping the future of legal cannabis.,"1,753"
PLD Space,https://www.crunchbase.com/organization/pld-space,"Aerospace, National Security","Elche, Comunidad Valenciana, Spain",PLD Space develops space technologies to provide suborbital and orbital commercial launch services to payloads and nanosatellites.,"1,774"
Panera Bread,https://www.crunchbase.com/organization/panera-bread,"Bakery, Food and Beverage, Restaurants","St Louis, Missouri, United States","US chain featuring bakery products, sandwiches, and salads. Also known as St. Louis Bread Company.","1,775"
Punchh,https://www.crunchbase.com/organization/punchh,"CRM, Digital Marketing, Loyalty Programs, Marketing Automation, Mobile, SaaS","Mountain View, California, United States","Punchh offers innovative digital marketing products for brick and mortar retailers, combining AI and machine learning technologies.","1,829"
Protenus,https://www.crunchbase.com/organization/protenus,"Analytics, Big Data, Cyber Security, Health Care, Information Technology","Baltimore, Maryland, United States","Protenus audits every access to patient data, providing healthcare leaders full insight into how health data is used.","1,854"
Path,https://www.crunchbase.com/organization/path,"Messaging, Mobile, Photo Sharing","San Francisco, California, United States",Path is a mobile photo-sharing and messaging service for building personal social networks with up to 150 contacts.,"1,859"
PharmEasy,https://www.crunchbase.com/organization/pharm-easy,"Health Care, Pharmaceutical, Wellness","Mumbai, Maharashtra, India",PharmEasy - Indias largest healthcare delivery platform ,"1,866"
Packlane,https://www.crunchbase.com/organization/packlane,"E-Commerce, Manufacturing, Packaging Services, Printing","Berkeley, California, United States",Packlane makes it easy and affordable for small businesses to design and order custom boxes and packaging online.,"1,886"
PatientPing,https://www.crunchbase.com/organization/patientping,"Health Care, Hospital, Wellness","Boston, Massachusetts, United States","PatientPing helps us build better, stronger relationships with ACOs in the market,","1,901"
Pocket Gems,https://www.crunchbase.com/organization/pocket-gems,"Gaming, Mobile, Virtualization","San Francisco, California, United States",Pocket Gems' mission is to be one of the world’s great creators of innovative interactive entertainment on mobile.,"1,915"
PropertyGuru,https://www.crunchbase.com/organization/propertyguru,"E-Commerce, Online Portals, Real Estate","Singapore, Central Region, Singapore",Property is a real estate consultant in residential and commercial properties in Singapore.,"1,928"
Pepperfry.com,https://www.crunchbase.com/organization/pepperfry-com,"E-Commerce, Furniture, Shopping","Mumbai, Maharashtra, India",Pepperfry.com is an online home and lifestyle shopping store in India selling products with cash on delivery facilities.,"1,943"
Planswell,https://www.crunchbase.com/organization/planswell,"FinTech, Insurance, Lending, Wealth Management","Toronto, Ontario, Canada",Free Financial Planning For Everyone,"1,950"
Portfolium,https://www.crunchbase.com/organization/portfolium,"College Recruiting, EdTech, Education, Internet","San Diego, California, United States","Portfolium showcases digital work samples of millions of students, proving + matching their skills to the requirements of top employers","1,975"
Pusher,https://www.crunchbase.com/organization/pusher,"Cloud Computing, Enterprise Software, Real Time","London, England, United Kingdom",Pusher is the category leader in delightful APIs for app developers building communication and collaboration features.,"1,978"
Prosper,https://www.crunchbase.com/organization/prosper,"Crowdfunding, Finance, FinTech, Lending, Personal Finance","San Francisco, California, United States","The first marketplace lender in the U.S, Prosper Marketplace helps people get on top of their finances.","1,984"
PR Newswire,https://www.crunchbase.com/organization/pr-newswire,"Digital Media, News, Public Relations","New York, New York, United States",PR Newswire offers news and information distribution services for professional communicators.,"1,986"
Ping An,https://www.crunchbase.com/organization/ping-an,"Banking, Financial Services, Insurance","China, Asia","Ping An Insurance Company is a holding company deals with insurance, banking, and financial service.","1,994"
Panda,https://www.crunchbase.com/organization/panda-3,"Apps, Mobile Apps, Social","San Francisco, California, United States",Panda is a camera that augments users' conversations with friends.,"2,018"
Paktor,https://www.crunchbase.com/organization/paktor,"Dating, Internet, Social","Singapore, Central Region, Singapore",Paktor is a social networking platform conceptualized and developed for singles.,"2,021"
Pebble,https://www.crunchbase.com/organization/pebble,"Hardware, Manufacturing, Software, Wearables","Palo Alto, California, United States",Pebble is a company that develops a technology designed for smart watches to connect with iPhone and Android smartphones using Bluetooth.,"2,037"
Propy,https://www.crunchbase.com/organization/propy,"Apps, Property Management, Real Estate, Sustainability","Menlo Park, California, United States",Propy is an app to connect home buyers and sellers in global cities and make an impact for sustainable housing.,"2,048"
Project Shivom,https://www.crunchbase.com/organization/project-shivom,"Biotechnology, Blockchain, Cryptocurrency, Genetics, Health Care","Munich, Bayern, Germany","Powering the next era of genomics through #blockchain technology – protecting identity, personalising healthcare and transforming lives","2,057"
Paperless Post,https://www.crunchbase.com/organization/paperless-post,"E-Commerce, Internet, Printing","New York, New York, United States",Paperless Post is an online events platform that exists to help people gather more easily and meaningfully in real life.,"2,066"
Proteus Digital Health,https://www.crunchbase.com/organization/proteus-biomedical,"Biotechnology, Health Care, Mobile, Software","Redwood City, California, United States","Proteus Digital Health develops digital medicines that collect and aggregate various behavioral, physiological and therapeutic metrics.","2,099"
PicsArt,https://www.crunchbase.com/organization/picsart,"Apps, Photo Editing, Photography, Social Media","San Francisco, California, United States",PicsArt is a leading image editing app and creative community.,"2,133"
Petco,https://www.crunchbase.com/organization/petco,"Pet, Retail, Service Industry","San Diego, California, United States","Petco is a pet specialty retailer providing products, services and advice for pet owners.","2,135"
Paddle,https://www.crunchbase.com/organization/paddle,"Analytics, Apps, Internet, Payments, Software","London, England, United Kingdom",Paddle is  a UK-based developer that offers software companies a single platform for the entire software sales process.,"2,137"
PatientPoint,https://www.crunchbase.com/organization/patientpoint,"Health Care, Wellness","Cincinnati, Ohio, United States",PatientPoint provide integrated patient engagement solutions surrounding key points of care to help healthcare professionals improve health.,"2,139"
