Organization Name,Organization Name URL,Categories,Headquarters Location,Description,CB Rank (Company)
Motorola Solutions,https://www.crunchbase.com/organization/motorola-solutions,"Communications Infrastructure, Cyber Security, Electronics, Information Technology, Mobile, Public Safety","Schaumburg, Illinois, United States",Motorola Solutions creates mission-critical communication solutions and services for public safety and commercial customers.,529
Micron Technology,https://www.crunchbase.com/organization/micron-technology,"Computer, Hardware, Semiconductor","Boise, Idaho, United States","Micron Technology is a semiconductor company that produces DRAM, SDRAM, flash memory, SSD and CMOS image sensing chips.",533
MyHeritage,https://www.crunchbase.com/organization/myheritage,"Apps, Family, Internet, Social Media","Or Yehuda, Tel Aviv, Israel","MyHeritage is a destination to discover, preserve, and share family history.",542
MoneyOnMobile,https://www.crunchbase.com/organization/money-on-mobile,"E-Commerce, Financial Services, Mobile, Mobile Payments","Mumbai, Maharashtra, India",MoneyOnMobile is India's largest mobile payment platform that facilitates safe and easy financial transactions to millions of Indians,571
Minute Media,https://www.crunchbase.com/organization/90min,"American Football, Baseball, Basketball, Digital Media, Media and Entertainment, News, Publishing, Soccer, Social News, Sports","London, England, United Kingdom","Minute Media is a global, digital, sports media company, powered by socially driven content created by the fans, for the fans.",576
MakeMyTrip.com,https://www.crunchbase.com/organization/makemytrip-com,"Internet, Transportation, Travel","Gurgaon, Haryana, India","MakeMyTrip.com is an online travel company providing holiday packages, travel guides, and booking services for flights, hotels and buses.",607
Mode.net,https://www.crunchbase.com/organization/mode,"Cloud Infrastructure, Computer, Enterprise Software, Real Time, Software","San Francisco, California, United States","Mode operates a software-defined core network (SD-CORE), built around a real-time network control breakthrough.",616
Myntra,https://www.crunchbase.com/organization/myntra,"E-Commerce, Fashion, Internet, Shopping","Bangalore, Karnataka, India","Myntra is an Indian e-commerce site for buying branded footwear, apparels and accessories for men and women.",618
Maxwell Health,https://www.crunchbase.com/organization/maxwell-health,"Enterprise Software, Health Care, Human Resources, Mobile, SaaS","Boston, Massachusetts, United States",Maxwell Health is a technology platform and innovative marketplace solution that makes benefits and HR simple.,619
Medallia,https://www.crunchbase.com/organization/medallia,"Computer, Customer Service, Enterprise Software, Loyalty Programs, Social Media, Text Analytics","San Mateo, California, United States",Medallia provides SaaS-based customer experience management systems.,698
McLarens,https://www.crunchbase.com/organization/mclarens,"Insurance, Risk Management, Service Industry","Norcross, Georgia, United States","McLarens performs claims management, loss adjusting, pre-risk and damage surveying,",699
Matternet,https://www.crunchbase.com/organization/matternet,"Drones, Logistics, Robotics","Menlo Park, California, United States",Developer of the world’s leading technology platform for on-demand aerial delivery in urban environments,714
Mobvoi Inc.,https://www.crunchbase.com/organization/mobvoi,"Analytics, Artificial Intelligence, Internet, Mobile, Natural Language Processing","Beijing, Beijing, China","Mobvoi develops Chinese language speech recognition, natural language processing, and vertical mobile search.",771
MediaPro,https://www.crunchbase.com/organization/mediapro,"E-Learning, Education, Training","Bothell, Washington, United States",MediaPro has been helping enterprises of all kinds improve the professional performance of their people.,792
Moneyfarm,https://www.crunchbase.com/organization/moneyfarm,"Financial Services, FinTech, Personal Finance, Wealth Management","London, England, United Kingdom",Moneyfarm is a digital wealth manager offering advice and investments in both the UK and Italy.,804
MobileIron,https://www.crunchbase.com/organization/mobileiron,"Apps, Mobile, Mobile Apps, Mobile Devices, SaaS, Security","Mountain View, California, United States",MobileIron manufactures Mobile Device Management solutions (MDM) and Enterprise Mobility Management (EMM) for mobile devices.,808
Milkbasket,https://www.crunchbase.com/organization/milkbasket,"E-Commerce, Food and Beverage, Internet","Haryana, Haryana, India","Milkbasket delivers milk, bread, eggs, butter, juices and other daily need items, every morning, right at your doorstep, free of charge.",839
Marley Spoon,https://www.crunchbase.com/organization/marley-spoon,"Cooking, Food and Beverage, Food Delivery","Berlin, Berlin, Germany","Marley Spoon, a cooking platform that offers recipes, helps its customers order seasonal ingredients.",845
Meniga,https://www.crunchbase.com/organization/meniga,"Advertising Platforms, Artificial Intelligence, Banking, Data Integration, Financial Services, Machine Learning, Personal Finance, Personalization, Software","London, England, United Kingdom",Leader in digital banking solutions helping financial institutions worldwide utilise data to improve digital channels & customer engagement.,897
Mixpanel,https://www.crunchbase.com/organization/mixpanel,"Analytics, Mobile, SaaS, Web Browsers","San Francisco, California, United States","Mixpanel is an analytics platform for the mobile and web, supporting businesses to study consumer behavior.",940
MapR Technologies,https://www.crunchbase.com/organization/mapr-technologies,"Analytics, Big Data, Cloud Computing, Enterprise Software, Open Source, Software","Santa Clara, California, United States",MapR Technologies is the industry’s leading data platform for AI and Analytics.,962
MySmartPrice,https://www.crunchbase.com/organization/mysmartprice,"E-Commerce, Internet, Price Comparison, Shopping","Hyderabad, Andhra Pradesh, India",MySmartPrice is an online research platform that lets users discover products across a wide array of categories that include mobiles.,970
MapD,https://www.crunchbase.com/organization/mapd,"Analytics, Big Data, Data Visualization","San Francisco, California, United States",The Extreme Analytics Platform,972
Mapfit,https://www.crunchbase.com/organization/mapfit,"Geospatial, GPS, Location Based Services, Mapping Services, Navigation","New York, New York, United States",Mapfit provides mapping services to companies.,975
Matterport,https://www.crunchbase.com/organization/matterport,"3D Technology, Cloud Computing, Computer Vision, Digital Media, Hardware, Photography, Virtual Reality","Sunnyvale, California, United States",Matterport provides end-to-end virtual media solutions.,997
Metacrine,https://www.crunchbase.com/organization/metacrine,"Biotechnology, Health Care, Medical","San Diego, California, United States",Metacrine is a privately held biotech company  ,998
Mirror Contracts,https://www.crunchbase.com/organization/mirror,"Finance, Financial Services, FinTech, Search Engine, Social Media","Palo Alto, California, United States",Mirror is a financial contracts platform that provides hedging instruments to OTC markets,"1,002"
Moderna Therapeutics,https://www.crunchbase.com/organization/moderna-therapeutics,"Biotechnology, Genetics, Health Care, Medical","Cambridge, Massachusetts, United States",Moderna Therapeutics develops messenger RNA therapeutics that produces human proteins for antibodies inside patient cells.,"1,035"
Maana,https://www.crunchbase.com/organization/maana,"Analytics, Artificial Intelligence, Enterprise Software, Internet of Things, Machine Learning, Semantic Search","Palo Alto, California, United States",Maana Knowledge Platform turns human expertise and data from silos into digital knowledge to improve assets and operations of Fortune 500.,"1,043"
MemSQL,https://www.crunchbase.com/organization/memsql,"Analytics, Big Data, Database, Enterprise Software, Software","San Francisco, California, United States",MemSQL is a real-time data warehouse for cost-effectively ingesting data and drastically reducing time to insight.,"1,076"
Medesk,https://www.crunchbase.com/organization/medesk,"Health Care, Information Technology, mHealth","London, England, United Kingdom","Medesk is medical SaaS that makes work with patients and medical data easier for practitioners, receptionists and practice managers.","1,091"
Miramax,https://www.crunchbase.com/organization/miramax,"Film Distribution, Media and Entertainment, Video","Santa Monica, California, United States",Miramax produces and distributes films and television series in United States and internationally.,"1,110"
MWR InfoSecurity,https://www.crunchbase.com/organization/mwr-infosecurity,"Computer, Cyber Security, Network Security","Basingstoke, Hampshire, United Kingdom",MWR InfoSecurity provide specialist cyber security advice and solutions.,"1,137"
Maisonette,https://www.crunchbase.com/organization/maisonette,Internet,"New York, New York, United States",Maisonette is a children’s clothing and lifestyle e-commerce site.,"1,146"
Muzik,https://www.crunchbase.com/organization/muzik-llc,"Consumer Electronics, Electronics, Music","West Hollywood, California, United States","Creators of The Worlds First Smart headphones designed to connect artists, fans, and brands like never before.","1,151"
Mitek Systems,https://www.crunchbase.com/organization/mitek-systems,"Developer Tools, E-Commerce, Mobile, Mobile Payments, Software","San Diego, California, United States",Mitek (NASDAQ: MITK) is a global leader in mobile capture and identity verification software solutions.,"1,178"
Micrima,https://www.crunchbase.com/organization/micrima,Biotechnology,"Bristol, Bristol, City of, United Kingdom",Micrima develops a non-invasive and a non-ionizing radio wave technology for detecting breast cancer.,"1,220"
MediaMath,https://www.crunchbase.com/organization/mediamath,"Advertising, Digital Media, Internet, Marketing","New York, New York, United States",MediaMath is a global technology company that is leading the movement to revolutionize traditional marketing.,"1,264"
Measure,https://www.crunchbase.com/organization/measure-2,"Aerospace, Drones, Mapping Services, Robotics","Washington, District of Columbia, United States","Measure provides turnkey solutions to acquire, process, and deliver actionable aerial data to enterprise customers.","1,286"
Minted,https://www.crunchbase.com/organization/minted,"Art, Crowdsourcing, E-Commerce, Graphic Design, Home Decor, Internet","San Francisco, California, United States",Minted is a venture-backed social commerce company that crowdsources graphic designs and content from a global design community.,"1,336"
Memebox Corporation,https://www.crunchbase.com/organization/memebox,"Beauty, Consumer Goods, Cosmetics, E-Commerce","San Francisco, California, United States","Memebox Corporation is a consumer company that provides customers with the latest in Asian beauty products, culture, and trends.","1,359"
Meitu,https://www.crunchbase.com/organization/meitu,"iOS, Mobile, Social Media","Xiamen, Fujian, China",Meitu offers free image and video apps for iOS and Android platforms.,"1,361"
Medici,https://www.crunchbase.com/organization/medici-technologies,"Health Care, Hospital, Medical","Austin, Texas, United States",Medici is focused on the future of healthcare by offering effortless communication tools that connect doctors & patients. ,"1,392"
Metacafe,https://www.crunchbase.com/organization/metacafe,"Music, Sports, Video, Video Games","Palo Alto, California, United States","Metacafe is a website providing short-form video entertainment in movies, video games, sports, music and TV.","1,396"
Memphis Meats,https://www.crunchbase.com/organization/memphis-meats,"Food and Beverage, Food Processing, Organic Food","San Francisco, California, United States",Memphis Meats is a startup developing meat produced directly from animal cells without the need to raise and slaughter actual animals.,"1,412"
MakeLoveNotPorn,https://www.crunchbase.com/organization/makelovenotporn,"Communities, Sex Tech, Video","New City, New York, United States",Pro-sex. Pro-porn. Pro-knowing the difference.,"1,413"
Meltwater,https://www.crunchbase.com/organization/meltwater,"Public Relations, SaaS, Social Media, Social Media Management, Software","San Francisco, California, United States",Meltwater is an analytics company that helps businesses improve their decision making practices.,"1,424"
Metawave Corporation,https://www.crunchbase.com/organization/metawave-corporation,"Automotive, Communications Infrastructure, Telecommunications, Wireless","Palo Alto, California, United States",Metawave is a wireless technology company that builds intelligent and high-performance automotive radars by leveraging metamaterials and AI.,"1,431"
Mews Systems,https://www.crunchbase.com/organization/mews-systems,"Hospitality, Hotel, Property Management, SaaS, Travel","Amsterdam, Noord-Holland, The Netherlands",Mews makes cloud-based property management software for hospitality operations.,"1,445"
Megvii,https://www.crunchbase.com/organization/megvii,"Cloud Computing, Facial Recognition, Gaming, Mobile","Beijing, Beijing, China",Megvii is a knowledge-intensive enterprise that focuses on independent research and development of AI.,"1,457"
Mendix,https://www.crunchbase.com/organization/mendix,"Enterprise Software, Mobile Apps, PaaS, Software","Boston, Massachusetts, United States",Mendix is the fastest and easiest high-productivity platform to create and continuously improve multi-channel applications at scale.,"1,461"
Moda Operandi,https://www.crunchbase.com/organization/moda-operandi,"E-Commerce, Fashion, Lifestyle, Retail","New York, New York, United States",Moda Operandi is an online luxury fashion retailer that allows members to pre-order ready-to-wear accessories and jewelry.,"1,476"
MoneyLion,https://www.crunchbase.com/organization/moneylion,"Artificial Intelligence, Consumer Lending, Credit, Financial Services, FinTech","New York, New York, United States","MoneyLion is empowering the American dream by providing everyone access to better products for borrowing, saving and investing.","1,486"
ModCloth,https://www.crunchbase.com/organization/modcloth,"Crowdsourcing, E-Commerce, Fashion, Retail","San Francisco, California, United States","ModCloth is an online clothing, accessories, and decor retailer that aims to provide an engaging shopping atmosphere for the user.","1,499"
MessageBird,https://www.crunchbase.com/organization/messagebird,"Cloud Computing, Developer APIs, Enterprise Software, Mobile, SMS, Telecommunications, VoIP","Amsterdam, Noord-Holland, The Netherlands","MessageBird connects enterprises to their global customers with the world's fastest & most reliable SMS, Voice & Chat APIs.","1,547"
Meizu,https://www.crunchbase.com/organization/meizu,"Android, Consumer Electronics, E-Commerce, Hardware, Mobile","Zhuhai, Guangdong, China",Meizu is a technology company that offers a wide range of smartphones and accessories.,"1,548"
MyTutor,https://www.crunchbase.com/organization/mytutorweb,"E-Commerce, E-Learning, Education, Tutoring","London, England, United Kingdom","MyTutor provides online access to Russell Group students, to reduce the time, hassle and cost of finding a subject expert locally.","1,560"
Monaco Technology GmbH,https://www.crunchbase.com/organization/monaco-technology-gmbh,"Bitcoin, Blockchain, Cryptocurrency, Ethereum, Financial Services, Information Technology","Zug, Zug, Switzerland",Monaco is a payments and cryptocurrency platform.,"1,615"
Mevion Medical Systems,https://www.crunchbase.com/organization/mevion-medical-systems,"Biotechnology, Health Care, Therapeutics","Littleton, Massachusetts, United States",Mevion Medical Systems develops radiation therapies for the treatment of cancer.,"1,617"
Mighty,https://www.crunchbase.com/organization/thatsmighty,"FinTech, Legal, SaaS","New York, New York, United States",Using capital and technology to fix the civil justice system.,"1,639"
Mighty Bear Games,https://www.crunchbase.com/organization/mighty-bear-games,Online Games,"Singapore, Central Region, Singapore",Mighty Bear is a Singapore-based studio building the next generation of massively multiplayer online mobile games.,"1,651"
Mynd,https://www.crunchbase.com/organization/mynd,"Mobile Apps, Property Management, Real Estate","Oakland, California, United States",Mynd tracks key performance data on the fly and allows for on-the-go control of your real estate investment.,"1,683"
Mitsubishi Motors,https://www.crunchbase.com/organization/mitsubishi-motors,"Automotive, Electric Vehicle, Manufacturing","Tokyo, Tokyo, Japan","Mitsubishi Motors is a Japan-based automobile company that develops, produces, and sells passenger vehicles and automotive components.","1,721"
Medisafe,https://www.crunchbase.com/organization/medisafe-project,"Cloud Computing, Health Care, Information Technology, Mobile, Software","Boston, Massachusetts, United States",Medisafe® is the leading Personalized Medication Management Platform helping patients stay on top of all their medications.,"1,723"
MindTickle,https://www.crunchbase.com/organization/mindtickle,"Enterprise Software, Gamification, SaaS, Sales Automation, Training","Sunnyvale, California, United States",MindTickle offers the industry's most comprehensive sales readiness solution for closing knowledge and skill gaps in customer-facing teams.,"1,725"
Motiv,https://www.crunchbase.com/organization/motiv,"Analytics, Electronics, Hardware, Mobile Apps, Software, Wearables, Web Apps","San Francisco, California, United States",Motiv is a personal technology brand focused on making devices that fit seamlessly into our lives.,"1,761"
MDC Partners,https://www.crunchbase.com/organization/mdc-partners,"Advertising, Consulting, Marketing","New York, New York, United States",MDC Partners provides marketing communications and consulting services.,"1,764"
MissionU,https://www.crunchbase.com/organization/missionu,"EdTech, Education, Higher Education","San Francisco, California, United States",MissionU is a college alternative that gives students the skills and experience needed to succeed in today’s competitive working world.,"1,765"
Mindspace,https://www.crunchbase.com/organization/mindspace,"Communities, Coworking, Real Estate","Tel Aviv, Tel Aviv, Israel",MINDSPACE is a rapidly growing global provider of beautiful and inspiring workspaces for teams of all sizes,"1,795"
MealPal,https://www.crunchbase.com/organization/mealpal,"Food and Beverage, Internet, Restaurants","New City, New York, United States",MealPal is a subscription service that provides members with affordable daily lunch options from restaurants near where they live or work.,"1,822"
Meraki,https://www.crunchbase.com/organization/meraki,"Cloud Computing, Network Security, Wireless","San Francisco, California, United States","Meraki provides Cisco-based, cloud-controlled Wi-Fi and routing and security products for distributed wired and wireless networks.","1,844"
"MZ (Machine Zone, Inc.)",https://www.crunchbase.com/organization/machine-zone,"Casual Games, Cloud Infrastructure, MMO Games, Mobile, Real Time","Palo Alto, California, United States","MZ develops Realtime™ technologies, harnessing the power of real-time data streams to enable industry paradigm shifts.","1,867"
MYCS,https://www.crunchbase.com/organization/mycs,Furniture,"Berlin, Berlin, Germany",European market leader for customised furniture,"1,872"
Marcus & Millichap,https://www.crunchbase.com/organization/marcus-millichap-venture-partners,"Commercial Real Estate, Finance, Real Estate","Palo Alto, California, United States",Founded on Focus - Connected by Technology - Powered by Culture,"1,907"
Meetup,https://www.crunchbase.com/organization/meetup,"Communities, Internet, Social Media","New York, New York, United States",Meetup's mission is to revitalize local community and help people around the world self-organize.,"1,908"
MarkLogic,https://www.crunchbase.com/organization/marklogic,"Content, Enterprise Software, Search Engine, Web Development","San Carlos, California, United States","MarkLogic is a software business that offers a NoSQL database, a platform for handling big data applications.","1,911"
Magnetic,https://www.crunchbase.com/organization/magnetic,"Ad Targeting, Advertising, Artificial Intelligence, Digital Marketing, Digital Media, E-Commerce, Personalization","New York, New York, United States",Magnetic is a AI digital marketing platform,"1,912"
MarketInvoice,https://www.crunchbase.com/organization/marketinvoice,"Finance, FinTech, Peer to Peer","London, England, United Kingdom",MarketInvoice is a VC-backed business finance company that helps SMEs grow,"1,937"
Mosaic,https://www.crunchbase.com/organization/solar-mosaic,"Clean Energy, Crowdfunding, Finance, Solar","Oakland, California, United States","Mosaic is the nation's leading residential solar lending platform, enabling thousands of people to profit from the benefits of clean energy.","1,945"
Metromile,https://www.crunchbase.com/organization/metromile,"Auto Insurance, Automotive, FinTech, Insurance, Internet, Mobile Apps","San Francisco, California, United States",Metromile is a pay-per-mile car insurance company that saves low-mileage drivers a ton of money.,"1,977"
Malauzai Software,https://www.crunchbase.com/organization/malauzai-software,"Apps, Banking, Software","Austin, Texas, United States",Malauzai Software is a provider of mobile banking smart apps for community financial institutions.,"2,017"
Mobidiag Ltd.,https://www.crunchbase.com/organization/mobidiag,"Biotechnology, Health Diagnostics, Life Science","Espoo, Southern Finland, Finland",Molecular diagnostic company focusing on detection of infectious diseases,"2,029"
Movidius,https://www.crunchbase.com/organization/movidius,"Artificial Intelligence, Machine Learning, Mobile, Product Design, Semiconductor, Software","San Mateo, California, United States",Movidius is a fabless semiconductor company and the leader in mobile vision processor technology for connected devices.,"2,043"
Money Forward,https://www.crunchbase.com/organization/money-forward,"Accounting, Financial Services, FinTech, Personal Finance, SaaS, Software","Tokyo, Tokyo, Japan",Money Forward provides online personal accounting solutions that enable individuals to better manage their daily expenses.,"2,055"
Moovit,https://www.crunchbase.com/organization/moovitapp,"Crowdsourcing, Navigation, Public Transportation, Transportation","Ness Ziona, HaMerkaz, Israel",Moovit is a transit data company that offers a transit app.,"2,061"
Market Track,https://www.crunchbase.com/organization/market-track,"Advertising, Business Development, Market Research","Chicago, Illinois, United States","Market Track offers web-based competitive analysis, ad tracking, and decision-support solutions that help businesses make better decisions.","2,096"
Mavrx,https://www.crunchbase.com/organization/mavrx,"Agriculture, Analytics, Image Recognition, Robotics","San Francisco, California, United States",Mavrx uses imagery and data to bring actionable insights to the global agriculture industry.,"2,109"
MarcoPolo Learning,https://www.crunchbase.com/organization/marcopolo-learning,"Digital Media, Education, Mobile, Video","London, England, United Kingdom",MarcoPolo Learning is reimagining kids media for the mobile generation.,"2,151"
mPulse Mobile,https://www.crunchbase.com/organization/mpulse-mobile-inc-,"Health Care, mHealth, Mobile","Encino, California, United States","mPulse Mobile, the leader in mobile health engagement, drives improved health outcomes and efficiencies by activating healthcare consumers","2,189"
MINDBODY,https://www.crunchbase.com/organization/mindbody,"Computer, Innovation Management, Marketing","San Luis Obispo, California, United States","MINDBODY is a studio management software for yoga, pilates, personal training, dance, martial arts, spas and salons.","2,197"
Mintigo,https://www.crunchbase.com/organization/mintigo,"Analytics, B2B, Big Data, CRM, Enterprise Software, Machine Learning, Marketing Automation, Predictive Analytics, SaaS","San Mateo, California, United States",Mintigo’s Predictive Marketing Platform for enterprise enables insight-driven customer engagement to win and retain customers.,"2,209"
Modernizing Medicine,https://www.crunchbase.com/organization/modernizing-medicine,"Health Care, Information Technology, Software","Boca Raton, Florida, United States","Modernizing Medicine created the Electronic Medical Assistant, a cloud-based, specialty-specific electronic medical record system.","2,222"
Mirakl,https://www.crunchbase.com/organization/mirakl,"Internet, Marketplace, SaaS, Software","Paris, Ile-de-France, France",Mirakl provides on-demand online marketplace capabilities for online businesses on a managed basis.,"2,233"
Mythic,https://www.crunchbase.com/organization/isocline,"Artificial Intelligence, Enterprise Software, Hardware, Semiconductor","Austin, Texas, United States",Mythic pushes local AI beyond today’s edge so that every device people rely on can become a trusted and intelligent personal assistant.,"2,256"
MasterCard,https://www.crunchbase.com/organization/mastercard,"Cloud Data Services, Information Technology, Payments, Software","Purchase, New York, United States","MasterCard provides payment processing products and solutions, and related consulting services.","2,257"
MariaDB Corporation,https://www.crunchbase.com/organization/mariadb-2,"Database, Enterprise Software, Software, Technical Support","Espoo, Southern Finland, Finland","MariaDB Corporation is the company behind MariaDB, the fastest growing Open Source database.","2,260"
Mantis Vision,https://www.crunchbase.com/organization/mantis-vision,"3D Technology, Computer, Software, Virtual Reality","Petah Tiqva, HaMerkaz, Israel","Mantis Vision develops technologies products and experiences that will bring 3D to every mobile device, home and business.","2,267"
Mango TV,https://www.crunchbase.com/organization/mango-tv,"Content, Media and Entertainment, Music, TV","Changsha, Jiangsu, China","Mango TV is a popular Chinese internet platform that hosts and produces content including movies, tv shows, and games.","2,277"
Modsy,https://www.crunchbase.com/organization/modsy-2,"Home Decor, Home Renovation, Personalization","San Francisco, California, United States",Modsy allows you to see and shop inspirational designs and decor within the context of your own home.,"2,280"
Moltin,https://www.crunchbase.com/organization/moltin,"E-Commerce, PaaS, SaaS","Boston, Massachusetts, United States","The API-based commerce solution that makes it simple, flexible and fast to bring commerce experiences to life.","2,320"
