Organization Name,Organization Name URL,Categories,Headquarters Location,Description,CB Rank (Company)
QD Vision,https://www.crunchbase.com/organization/qd-vision,"Delivery, Nanotechnology, Video","Lexington, Massachusetts, United States",QD Vision is a nanotechnology products company delivering display and lighting solutions for TVs and other displays.,"5,928"
Qzzr,https://www.crunchbase.com/organization/qzzr,"Advertising, Brand Marketing, Lead Generation, Market Research, Predictive Analytics, Social Media Marketing","Lehi, Utah, United States","Qzzr helps top brands create intelligent interactive content. Last year, over 358 million people used our tools.","6,275"
Quidsi,https://www.crunchbase.com/organization/quidsi,"Beauty, Child Care, E-Commerce","Jersey City, New Jersey, United States","Quidsi is an e-commerce platform selling baby-care, household, and beauty products.","6,296"
Q2,https://www.crunchbase.com/organization/q2ebanking,"Banking, Finance, FinTech, Software","Austin, Texas, United States","Q2ebanking designs virtual, mobile and voice banking applications for financial institutions.","6,325"
Quantenna Communications,https://www.crunchbase.com/organization/quantenna,"Semiconductor, Software, Wireless","San Jose, California, United States",Quantenna is a global leader and innovator of leading-edge performance Wi-Fi solutions.,"6,470"
Q4,https://www.crunchbase.com/organization/q4-web-systems,"Business Intelligence, Mobile, Social Media, Stock Exchanges","Toronto, Ontario, Canada",Q4 is a SaaS platform that provides communication and intelligence solutions to investor relations officers and the C-Suite,"6,535"
Quantum,https://www.crunchbase.com/organization/quantum-corp,"Enterprise Software, Information Services, Information Technology","San Jose, California, United States","Quantum develops data protection, retention, and management software systems for small and large enterprises.","6,588"
Quentis Therapeutics,https://www.crunchbase.com/organization/quentis-therapeutics,Biotechnology,"New York, New York, United States",Quentis Therapeutics  a biotechnology company.,"6,737"
Quantemplate,https://www.crunchbase.com/organization/quantemplate,"Analytics, Artificial Intelligence, Data Integration, Enterprise Software, InsurTech, Machine Learning, SaaS","London, England, United Kingdom",Machine learning data transformation and analytics solution for insurance professionals,"6,876"
Qutoutiao,https://www.crunchbase.com/organization/qutoutiao,Apps,"Shanghai, Shanghai, China",Qutoutiao news recommendation app,"7,115"
Quilt,https://www.crunchbase.com/organization/quilt-2,"Consumer, Insurance, Property Insurance","Boston, Massachusetts, United States",Quilt offers insurance products for a digital generation.,"7,181"
Quri,https://www.crunchbase.com/organization/quri,"Mobile, Software","San Francisco, California, United States",Quri is a retail intelligence company providing real-time visibility into the performance of products and promotions in retail stores.,"7,273"
QFPay,https://www.crunchbase.com/organization/qfpay,"Finance, FinTech, Mobile Payments","Beijing, Beijing, China","QFPay is a global mobile payment technology, service and solution provider based in Beijing, China","7,442"
Quantum Circuits,https://www.crunchbase.com/organization/quantum-circuits,"Computer, Manufacturing, Software","New Haven, Connecticut, United States","QCI aims to develop, manufacture, and sell the first practical and useful quantum computers based on superconducting devices. ","7,446"
QLess,https://www.crunchbase.com/organization/qless,"EdTech, Education, Events, Health Care, Hospitality, Mobile, Restaurants, Retail","Pasadena, California, United States","QLess is a platform that provides mobile, remote and interactive queueing; analytics; real-time CRM; and marketing.","7,666"
Quad/Graphics,https://www.crunchbase.com/organization/quad-graphics,"College Recruiting, Education, Graphic Design, Mobile, Photo Editing, Printing","Sussex, Wisconsin, United States",Quad/Graphics delivers high-performance solutions that help you capitalize on the power of print to drive success across all media channels.,"7,719"
QuVa Pharma,https://www.crunchbase.com/organization/quva-pharma,Food Processing,"Sugar Land, Texas, United States",QuVa Pharma is a pharmaceutical company engaged in the innovation and production of pharmaceutical products.,"7,792"
Quintiles,https://www.crunchbase.com/organization/quintiles,"Biotechnology, Health Care, Pharmaceutical","Austin, Texas, United States",Quintiles is a provider of biopharmaceutical development and commercial outsourcing services for drugs on the market.,"8,256"
QUASA,https://www.crunchbase.com/organization/quasa,"Blockchain, Cryptocurrency, FinTech, Logistics","Frankfurt, Hessen, Germany",THE FIRST OPEN BLOCKCHAIN PLATFORM FOR CARGO TRANSPORTATION,"8,341"
QwikCilver Solutions,https://www.crunchbase.com/organization/qwikcilver-solutions,"Enterprise, FinTech, Gift Card, Software","Bangalore, Karnataka, India",QwikCilver is your single-stop provider for all kinds of stored value card based solutions.,"8,446"
Quanterix,https://www.crunchbase.com/organization/quanterix,"Analytics, Biotechnology, Health Diagnostics, Life Science, Pharmaceutical","Cambridge, Massachusetts, United States","Quanterix is a platform for single molecule analysis that supports clinical diagnostics, drug development, and life science researches.","8,564"
Quilt Data,https://www.crunchbase.com/organization/quilt-data,"Big Data, Collaboration, Data Storage, Machine Learning","San Francisco, California, United States",Quilt is like Docker for data,"8,580"
QTS Realty Trust,https://www.crunchbase.com/organization/quality-technology-services,"Cloud Computing, Cloud Infrastructure, Web Hosting","Overland Park, Kansas, United States",QTS Realty Trust is a technology infrastructure company providing data center facilities and managed services.,"8,693"
Quali,https://www.crunchbase.com/organization/qualisystems,"Cloud Management, Data Center Automation, Embedded Systems, Enterprise Software, Telecommunications","Israel, Asia",Quali is a provider of cloud sandboxes for automating the DevOps lifecycle.,"8,739"
QuickPlay Media,https://www.crunchbase.com/organization/quickplay-media,"Cloud Computing, Enterprise Software, Video","Toronto, Ontario, Canada",QuickPlay Media is a cloud-based platform providing managed services for the distribution of multi-screen video to IP-connected devices.,"9,053"
Quinyx AB,https://www.crunchbase.com/organization/quinyx-ab,"Cloud Data Services, SaaS, Task Management","Stockholm, Stockholms Lan, Sweden","Quinyx's web-based system provides support for scheduling, time reporting","9,118"
QingCloud,https://www.crunchbase.com/organization/qingcloud,"Cloud Computing, IaaS, SaaS, Web Hosting","Beijing, Beijing, China",QingCloud is a cloud computing platform that provides IaaS-based flexible cloud services.,"9,306"
QuintoAndar,https://www.crunchbase.com/organization/quintoandar,"E-Commerce, Marketplace, Rental","São Paulo, Sao Paulo, Brazil","QuintoAndar is an apartment rental marketplace that enables a self-service, end-to-end online experience for both tenants and landlords.","9,469"
QuestBack,https://www.crunchbase.com/organization/questback,"Enterprise Software, Market Research, Social CRM","Bridgeport, Connecticut, United States","QuestBack provides enterprise feedback and customer experience management, social CRM and market research solutions.","9,561"
Quanttus,https://www.crunchbase.com/organization/quanttus,"Fitness, Health Care, Wellness","Mountain View, California, United States",On a mission to deliver vital intelligence that leads to life-changing health outcomes,"9,596"
Quorum,https://www.crunchbase.com/organization/quorum,"Enterprise Software, Information Services, Information Technology","San Jose, California, United States","Quorum provides one-click cloud and DRaaS-based systems, helping businesses safeguard their revenue, customers and reputation.","9,608"
Qiniu,https://www.crunchbase.com/organization/qiniu,"Cloud Computing, Cloud Storage, Web Hosting","Shanghai, Shanghai, China",Qiniu Information Technology is a cloud-based storage solutions provider in China.,"9,717"
Quasar Builders,https://www.crunchbase.com/organization/quasar-ventures,"Internet, Software","Buenos Aires, Distrito Federal, Argentina","LATAM company builders. We create businesses from scratch, identifying the industry, choosing the team, and guiding it through execution.","9,839"
Qraved,https://www.crunchbase.com/organization/qraved,"Hospitality, Restaurants","Jakarta Pusat, Jakarta Raya, Indonesia","Qraved provides users with restaurant information, reviews, recommended dishes with photos, promotions, and an instant booking facility.","10,033"
Qloo,https://www.crunchbase.com/organization/qloo,"Artificial Intelligence, Developer APIs, Machine Learning, Personalization, SaaS","New York, New York, United States",Qloo is a cultural artificial intelligence platform that operates via an application programming interface.,"10,163"
Quantexa,https://www.crunchbase.com/organization/quantexa,"Analytics, Compliance, Financial Services","London, England, United Kingdom",Quantexa is a data analytics company,"10,191"
Qvella Corporation,https://www.crunchbase.com/organization/qvella-corporation,"Biotechnology, Health Diagnostics, Medical Device","Richmond Hill, Ontario, Canada",Qvella is a molecular diagnostics company with the goal of dramatically reducing time to results in bacteriology.,"10,396"
QuickMobile,https://www.crunchbase.com/organization/quickmobile,"Events, Information Services, Mobile Apps","Vancouver, British Columbia, Canada","QuickMobile develops mobile event apps to compile and manage information about meetings, conferences, and exhibitions.","10,399"
Qumu,https://www.crunchbase.com/organization/qumu,"Software, Video, Video Streaming","San Bruno, California, United States","Qumu offers software solutions that enable organizations to easily capture, manage, publish and distribute live and on-demand video content.","10,440"
QUALIA (formed QBC Holdings Inc. 2015),https://www.crunchbase.com/organization/localresponse,"Advertising, Big Data, Cloud Infrastructure, Enterprise Software, Information Technology, Marketing Automation, Mobile, SaaS","New York, New York, United States","Qualia empowers organizations to deliver seamless consumer experiences across all devices, from intent to conversion.","10,979"
Quisk,https://www.crunchbase.com/organization/quisk,"Finance, FinTech, Software","Sunnyvale, California, United States",Quisk is a global technology company that digitizes cash and empowers financial institutions and others to prosper in the mobile economy.,"11,446"
QuickStart Technologies,https://www.crunchbase.com/organization/quickstart-technologies,Software,"Irvine, California, United States",QuickStart Technologies is one of the largest Microsoft Gold Learning Partners providing classrooms & online IT training courses.,"11,488"
QingKe,https://www.crunchbase.com/organization/qingke,"Real Estate, Rental, Rental Property","Xuhui, Shanghai, China",QingKe is an online platform providing life services with a focus on the real estate industry.,"11,679"
Quipper,https://www.crunchbase.com/organization/quipper,"Android, Apps, EdTech, Education, iOS, Mobile","London, England, United Kingdom",Quipper provides quiz-based e-learning apps for iPhone and Android platforms.,"11,787"
Qupital,https://www.crunchbase.com/organization/qupital,"Finance, FinTech, Marketplace, Online Portals, Trading Platform","Hong Kong, Hong Kong Island, Hong Kong",Qupital is a digital trading marketplace for buyers and sellers of corporate receivables.,"11,796"
Quantum Surgical,https://www.crunchbase.com/organization/quantum-surgical,"Health Care, Medical","Chattanooga, Tennessee, United States",Quantum Surgical strives to be recognized as the premier distributor of innovative spinal products.,"11,817"
Qikpod,https://www.crunchbase.com/organization/qikpod,Logistics,"Bangalore, Karnataka, India",Delivering innovative last mile logistics solutions for India's eCommerce industry.,"11,907"
Qriously,https://www.crunchbase.com/organization/qriously,"Advertising, Location Based Services, Mobile, Psychology, Real Time","London, England, United Kingdom","Qriously is a service for measuring real-time, location-based public sentiment.","12,043"
Qualaroo,https://www.crunchbase.com/organization/qualaroo,"Enterprise Software, Information Technology, Service Industry","San Antonio, Texas, United States","Analytics tells you what people are doing, Qualaroo website surveys tell you why.","12,072"
Quill,https://www.crunchbase.com/organization/quill,"Content, Digital Marketing, Publishing, Retail Technology","London, England, United Kingdom",Quill is redefining how digital content is created.,"12,115"
QNB Group,https://www.crunchbase.com/organization/qnb-group,"Banking, Finance, Financial Services, Government","Doha, Ad Dawhah, Qatar",QNB Group is a government-owned commercial bank in Qatar.,"12,154"
QikServe,https://www.crunchbase.com/organization/qikserve,"Hospitality, Mobile, Restaurants","Rödlin, Mecklenburg-Vorpommern, Germany",QikServe allows customers to order and pay for the hospitality industry services using smartphones.,"12,198"
Quantum Metric,https://www.crunchbase.com/organization/quantum-metric,"Internet, Predictive Analytics, SaaS","Monument, Colorado, United States","Discover customers segments which aren't converting through automatic segmentation & predictive data, Replay each user with 100% fidelity.","12,268"
Qumram,https://www.crunchbase.com/organization/qumram,"Information Technology, Software","Zürich, Zurich, Switzerland","Qumram captures 100% of all digital interactions to ensure compliance, prevent fraud and enrich customer service.","12,383"
Qmerit,https://www.crunchbase.com/organization/qmerit,"Building Maintenance, Computer, SaaS, Software, Supply Chain Management","Irvine, California, United States","Qmerit is a SaaS supply chain solution improving service quality and reducing operating costs for OEM's, facility managers, and contractors.","12,658"
QMENTA ,https://www.crunchbase.com/organization/mint-labs,"Big Data, Biotechnology, Cloud Computing, Health Care, Medical, Neuroscience","Boston, Massachusetts, United States",QMENTA is on a mission to help make brain diseases a thing of the past by using imaging to its full potential with computational analytics.,"12,687"
QuantGroup,https://www.crunchbase.com/organization/quantgroup,"Big Data, Database, Financial Services","Beijing, Beijing, China",QuantGroup is a financial big data company.,"12,766"
Qwilr,https://www.crunchbase.com/organization/qwilr,"Cloud Data Services, Enterprise Applications, Software","Darlinghurst, New South Wales, Australia","Qwilr is a cloud-based replacement for Microsoft's Word, Excel, and Powerpoint.","12,920"
Questis,https://www.crunchbase.com/organization/questis,"Advice, FinTech, Human Resources, Personal Finance","Charleston, South Carolina, United States",Questis is a digital financial wellness platform built for the enterprise.,"12,954"
Qeepsake,https://www.crunchbase.com/organization/qeepsake,"Consumer Software, Parenting, SaaS","Waltham, Massachusetts, United States",Qeepsake—the text message baby book—is an online service for parents to capture memorable things about/for their kids.,"13,316"
QPID Health,https://www.crunchbase.com/organization/qpid-health,"Health Care, Information Technology, Wellness","Boston, Massachusetts, United States",QPID Health activates clinical intelligence from EHRs and other back end repositories.,"13,503"
Qapa,https://www.crunchbase.com/organization/qapa,"Employment, Human Resources, Recruiting","Paris, Ile-de-France, France",Qapa is a job matching marketplace that connects job seekers and recruiters with a matching algorithm,"13,566"
Quick Heal Technologies,https://www.crunchbase.com/organization/quick-heal-technologies,"Computer, Enterprise Software, Information Technology","Pune, Maharashtra, India",Quick Heal Technologies develops internet security tools such as anti-virus software.,"13,590"
Quarterly,https://www.crunchbase.com/organization/quarterly,"E-Commerce, Gift Card","Culver City, California, United States",Quarterly offers a design-oriented subscription service enabling anyone to sign up and receive curated gifts from influential contributors.,"13,857"
Qunomedical,https://www.crunchbase.com/organization/junomedical,"Health Care, Health Diagnostics, Medical","Berlin, Berlin, Germany","We connect patients with doctors abroad. For a healthier, happier you!","13,865"
Qrativ,https://www.crunchbase.com/organization/qrativ,"Artificial Intelligence, Biotechnology, Machine Learning, Pharmaceutical","Cambridge, Massachusetts, United States",AI platform and clinical data and a remit to identify treatments for rare diseases.,"13,937"
Quad Technologies,https://www.crunchbase.com/organization/quad-technologies,Biotechnology,"Woburn, Massachusetts, United States",Quad Technologies is a biotechnology company that specializes in cell separation technologies.,"13,960"
Quiq,https://www.crunchbase.com/organization/centricient,"Customer Service, Enterprise Software, Messaging, Mobile, SMS, Software","Bozeman, Montana, United States",Quiq: Messaging for Customer Service,"13,977"
QingTing FM,https://www.crunchbase.com/organization/qingting-fm,"Internet Radio, iOS, Mobile","Shanghai, Shanghai, China",QingTing FM is an independent research and media microphone operator of Internet-based radio aggregation service.,"14,059"
Qik,https://www.crunchbase.com/organization/qik,"Messaging, Mobile, Video","Redwood City, California, United States",Qik is an online messenger that allows its users to exchange video messages between individuals or within a group.,"14,207"
QuintessenceLabs,https://www.crunchbase.com/organization/quintessencelabs,Cyber Security,"Canberra, Australian Capital Territory, Australia",The Global Leader in Quantum Security,"14,255"
QuiToque,https://www.crunchbase.com/organization/quitoque,"Delivery, Retail","Paris, Ile-de-France, France",French meal kit delivery service,"14,466"
Qustodio,https://www.crunchbase.com/organization/qustodio,"SaaS, Security, Software","Barcelona, Catalonia, Spain","Qustodio makes internet safety and device usage monitoring simple for families, schools and businesses worldwide.","14,486"
Quartz,https://www.crunchbase.com/organization/quartz,"Digital Media, Finance, News","New York, New York, United States","Quartz is a digitally native news outlet, born in 2012, for business people in the new global economy.","14,509"
Qvivr,https://www.crunchbase.com/organization/qvivr,"FinTech, Internet of Things, Mobile Payments","Santa Clara, California, United States","Qvivr is the maker of SWYP, the next generation wallet that makes payments smart, secure, and simple.","14,652"
QMC Telecom,https://www.crunchbase.com/organization/qmc-telecom,"Network Hardware, Telecommunications, Wireless","São Paulo, Alagoas, Brazil","QMC Telecom International Holdings, LLC provides tower for carriers that offer wireless cellular telecommunication services in Puerto Rico.","14,885"
Qvinci,https://www.crunchbase.com/organization/qvinci-software,"Accounting, Business Intelligence, SaaS, Software","Austin, Texas, United States","Financial Consolidation, Reporting & Benchmarking Software","14,959"
QuantuMDx Group,https://www.crunchbase.com/organization/quantumdx-group,"Biotechnology, Genetics, Health Care, Pharmaceutical","Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom","QuantuMDx is a medical devices company developing handheld and portable diagnostic, genomic sequencing, and proteomic platforms.","15,017"
Quettra,https://www.crunchbase.com/organization/quettra,"Analytics, Mobile, Mobile Advertising, Personalization","Mountain View, California, United States",Quettra is a mobile intelligence company focusing on personalizing mobile experiences and monetization.,"15,063"
Qulsar,https://www.crunchbase.com/organization/qulsar-inc,"Autonomous Vehicles, Blockchain, Internet of Things, Mobile, Telecommunications, Wireless","San Jose, California, United States","We activate new applications with precise synchronized time.  We are the pulse of the network.","15,142"
Quibb,https://www.crunchbase.com/organization/quibb,"News, Professional Networking","San Francisco, California, United States","Quibb lets you share what you're reading for work. Post newsworthy articles, see what colleagues are reading, and discuss the day's","15,242"
Qualys,https://www.crunchbase.com/organization/qualys,"Compliance, Security, Software","Redwood City, California, United States",Qualys is the pioneer and leading provider of information security and compliance cloud solutions.,"15,407"
Quiet Logistics,https://www.crunchbase.com/organization/quiet-logistics,"Consumer, Logistics, Service Industry","Andover, Massachusetts, United States",Quiet Logistics is a third-party logistics provider offering consumer-driven fulfillment services.,"15,546"
Qeexo,https://www.crunchbase.com/organization/qeexo,"Consumer Electronics, Information Technology, Mobile","Mountain View, California, United States",Qeexo develops novel interaction techniques for mobile devices.,"15,577"
Quench,https://www.crunchbase.com/organization/quench,"Consumer Electronics, Electronics, Water Purification","King Of Prussia, Pennsylvania, United States","Quench is an drinking water filtration company providing filtered water, ice, sparkling water & coffee to businesses across the U.S.","15,651"
QBotix,https://www.crunchbase.com/organization/qbotix,"CleanTech, Hardware, Solar","Menlo Park, California, United States",A solar panel that tracks the sun throughout the day produces up to 30% more electricity than one that does not.,"15,762"
Quasardb,https://www.crunchbase.com/organization/bureau-14,"Industrial, Information Technology, Software","Paris, Ile-de-France, France",Quasardb is a non-relational database innovating and developing software for data storage and management.,"15,977"
