Organization Name,Organization Name URL,Categories,Headquarters Location,Description,CB Rank (Company)
Alpha,https://www.crunchbase.com/organization/alpha-ux,"Enterprise Software, Information Technology, Product Management, Software","New York, New York, United States","Alpha is an on-demand insights platform enabling teams to make data-driven decisions about users, products, and new markets.",268
Axis Bank,https://www.crunchbase.com/organization/axis-bank,"Banking, Financial Services, Insurance, Wealth Management","Mumbai, Maharashtra, India","Axis Bank is a banking institution offering commercial, corporate and retail banking, and treasury operations.",270
Acumatica,https://www.crunchbase.com/organization/acumatica,"Cloud Computing, CRM, Developer Tools, Enterprise Software, SaaS, Software","Kirkland, Washington, United States",Acumatica is a provider of cloud business management software that empowers small and mid-size businesses to unlock their potential.,278
App Annie,https://www.crunchbase.com/organization/app-annie,"Analytics, Big Data, Mobile","San Francisco, California, United States",App Annie delivers data and insights to succeed in the app economy.,283
Azimo,https://www.crunchbase.com/organization/azimo,"Financial Services, FinTech, Mobile Payments, Personal Finance","London, England, United Kingdom",Azimo offers a better way to transfer money worldwide.,291
Agora.io,https://www.crunchbase.com/organization/agora-io,"Broadcasting, Developer APIs, Developer Tools, Mobile, Real Time, Video, VoIP, Web Development","Santa Clara, California, United States","Agora.io enables developers to add HD interactive broadcast, voice & video calls into mobile and web apps through a simple yet powerful SDK.",340
Ather Energy,https://www.crunchbase.com/organization/ather-energy,"Automotive, CleanTech, Electric Vehicle","Bangalore, Karnataka, India",Ather Energy is a start-up focused on designing and selling premium electric two wheeler for the Indian market.,353
"Alteryx, Inc.",https://www.crunchbase.com/organization/alteryx,"Analytics, Business Intelligence, Data Integration, Machine Learning, Predictive Analytics","Irvine, California, United States",Alteryx is a leading provider of an end to end data science & analytics platform for the enterprise,373
Alibaba Group,https://www.crunchbase.com/organization/alibaba-group,"Association, Information Technology, Infrastructure","Hangzhou, Zhejiang, China",Alibaba Group aim to build the future infrastructure of commerce.,397
Aptinyx,https://www.crunchbase.com/organization/aptinyx,"Biopharma, Biotechnology, Medical","Evanston, Illinois, United States",Aptinyx Inc. is a biopharmaceutical company.,402
Alphabet,https://www.crunchbase.com/organization/alphabet,"Biotechnology, Blogging Platforms, Email, Information Technology, Search Engine, Software, Video Streaming","Mountain View, California, United States","Alphabet is the holding company of Google, Inc. and several Google-related initiatives.",405
AngelList,https://www.crunchbase.com/organization/angellist,"Angel Investment, Finance, Funding Platform, Internet","San Francisco, California, United States","AngelList is a U.S. website for startups, angel investors, and job-seekers looking to work at startups.",450
Allbirds,https://www.crunchbase.com/organization/allbirds,"Fashion, Marketplace, Shopping","San Francisco, California, United States",Allbirds manufactures an eco-friendly wool shoes.,465
Acer,https://www.crunchbase.com/organization/acer,"Computer, Consumer Electronics, Hardware, ICT","Taipei, T'ai-pei, Taiwan",Acer is a Taiwanese multinational hardware and electronics corporation.,490
Algolia,https://www.crunchbase.com/organization/algolia,"Big Data, Cloud Computing, Enterprise Software, SaaS, Search Engine, Software","San Francisco, California, United States","Algolia's hosted search API helps product builders create lightning-fast, highly relevant search to connect their users with what matters.",505
Apttus,https://www.crunchbase.com/organization/apttus,"CRM, Enterprise Software, Finance, SaaS","San Mateo, California, United States","Apttus, a SaaS application provider, renders enterprise class applications for end to end management of business functions.",532
Auth0,https://www.crunchbase.com/organization/auth0,"Developer APIs, Identity Management, Information Technology, Software","Bellevue, Washington, United States","Auth0 provides universal identity platform for web, mobile, IoT, and internal applications.",537
Apartment List,https://www.crunchbase.com/organization/apartmentlist,"Marketplace, Real Estate, Rental, Rental Property, Search Engine","San Francisco, California, United States",Apartment List is a web and mobile based apartment rental marketplace for simple and delightful home-finding.,546
AutoGravity,https://www.crunchbase.com/organization/autogravity,"Automotive, Finance, Mobile","Irvine, California, United States",AutoGravity is revolutionizing the digital car-buying experience!,563
Apollo,https://www.crunchbase.com/organization/zenprospect,"Computer, Lead Generation, Sales, Sales Automation, Software","San Francisco, California, United States",Apollo is the foundation of your entire go-to-market strategy. ,569
Aurora,https://www.crunchbase.com/organization/aurora-6292,"Automotive, Autonomous Vehicles, Marine Transportation, Transportation","Palo Alto, California, United States",Aurora is a self-driving vehicle company.,579
Autolus Limited,https://www.crunchbase.com/organization/autolus-limited,"Biopharma, Medical, Pharmaceutical","London, England, United Kingdom","Autolus is a clinical-stage biopharmaceutical company developing next-generation, programmed T cell therapies for the treatment of cancer.",585
Anheuser-Busch InBev,https://www.crunchbase.com/organization/anheuser-busch,"Consumer Electronics, Consumer Goods, Hospitality","New York, New York, United States",Anheuser-Busch InBev is a brewer and provider of consumer products.,595
App.io,https://www.crunchbase.com/organization/app-io,"Android, Customer Service, Enterprise Software, Internet, Mobile, SaaS","San Francisco, California, United States",App.io streams your mobile apps from the cloud to any device.,611
Acko General Insurance,https://www.crunchbase.com/organization/acko-general-insurance,"Financial Services, Insurance, Private Social Networking","Mumbai, Maharashtra, India",Acko General Insurance is a digital insurance company in India that redefines insurance for the consumers.,612
Avrobio,https://www.crunchbase.com/organization/avrobio,"Biotechnology, Genetics","Cambridge, Massachusetts, United States",Avrobio is a clinical stage company developing step-change cell and gene therapies targeting cancer and rare disease.,677
Aircall,https://www.crunchbase.com/organization/aircall,"Call Center, Collaboration, Enterprise Software, SaaS, Telecommunications, VoIP","Paris, Ile-de-France, France","Aircall is an advanced call center software, complete business phone and contact center 100% natively integrated in any CRM.",682
Azure Power,https://www.crunchbase.com/organization/azure-power,"Energy, Renewable Energy, Solar","New Delhi, Delhi, India","Azure Power produces and distributes solar power to commercial, government, and utility customers in India.",688
Airtasker,https://www.crunchbase.com/organization/airtasker,"Apps, E-Commerce, Internet, Mobile, Web Development","Sydney, New South Wales, Australia",Airtasker is an online and mobile marketplace that connects people and businesses with local community members.,692
Angie's List,https://www.crunchbase.com/organization/angies-list,"Advertising, E-Commerce, Local","Indianapolis, Indiana, United States",Angie’s List provides trusted reviews and information to help millions of consumers make hiring decisions in hundreds of service categories.,718
"Apollo Global Management, LLC",https://www.crunchbase.com/organization/apollo-global-management-llc,"Credit, Financial Services, Real Estate","New York, New York, United States","Apollo Global Management specializes in credit-oriented capital, real estate markets, and is a global asset management firm.",724
Affirm,https://www.crunchbase.com/organization/affirm,"Consumer Lending, Financial Services, FinTech, Payments, Personal Finance","San Francisco, California, United States",Affirm is a financial technology services company that offers installment loans to consumers at the point of sale.,734
"Anaconda, Inc.",https://www.crunchbase.com/organization/continuum-analytics,"Analytics, Artificial Intelligence, Big Data, Cloud Infrastructure, Enterprise Software, Machine Learning, Open Source","Austin, Texas, United States",Anaconda is the most popular Python data science platform with over 6 million users and 150+ enterprise customers.,743
Anaplan,https://www.crunchbase.com/organization/anaplan,"Enterprise Software, Information Technology, Sales","San Francisco, California, United States",Anaplan provides a connected planning platform that helps businesses make better-informed plans and decisions faster.,755
Atom Bank,https://www.crunchbase.com/organization/atom-bank,"Banking, FinTech, Mobile Apps","Durham, Durham, United Kingdom",Atom Bank is a mobile banking application that offers a range of personal and business banking products.,779
Appthority,https://www.crunchbase.com/organization/appthority,"Mobile, Mobile Apps, Security","San Francisco, California, United States","Appthority is the global leader in enterprise mobile threat protection. We keep security teams informed, employees productive and enterpr",816
Actifio,https://www.crunchbase.com/organization/actifio,"Enterprise Software, Information Services, Information Technology, Virtualization","Waltham, Massachusetts, United States",Actifio delivers Enterprise Data-as-a-Service to hundreds of global enterprise customers and service provider partners.,821
"August Home, Inc.",https://www.crunchbase.com/organization/august,"Consumer Electronics, Internet of Things, Smart Home","San Francisco, California, United States",August develops smarter home access products and services including the award winning August Smart Lock.,835
AlienVault,https://www.crunchbase.com/organization/alienvault,"Cloud Computing, Developer APIs, Information Technology, Network Security, Open Source, Security","San Mateo, California, United States",AlienVault provides a platform with built-in security controls for organizations to address their compliance and threat management needs.,844
Andela,https://www.crunchbase.com/organization/andela,"Recruiting, Software, Training","New York, New York, United States",Andela is a network of technology leaders dedicated to advancing human potential by by investing in talented software developers.,853
Ambiq Micro,https://www.crunchbase.com/organization/ambiq-micro,"Internet of Things, Semiconductor, Wearables","Austin, Texas, United States",Ambiq Micro is a semiconductor manufacturing company that develops mixed-signal solutions for wireless electronics.,858
Argo AI,https://www.crunchbase.com/organization/argo-ai,"Artificial Intelligence, Autonomous Vehicles, Robotics","Pittsburgh, Pennsylvania, United States",Argo AI is an artificial intelligence company.,871
Ava ,https://www.crunchbase.com/organization/ava-3,"Fertility, Health Care, Medical, Medical Device","Zürich, Zurich, Switzerland","Ava is a patented multi-sensor bracelet, which allows women to precisely and conveniently predict fertile days.",873
Avaamo,https://www.crunchbase.com/organization/avaamo,"Artificial Intelligence, Collaboration, Enterprise Software, Machine Learning, Messaging, Mobile, Software","Los Altos, California, United States",Deep learning Virtual Assistant Platform for the enterprise,879
Ayla Networks,https://www.crunchbase.com/organization/ayla-networks,"Internet of Things, Manufacturing, Software","Santa Clara, California, United States","Ayla Networks offers cloud-based connectivity solutions for manufacturers to turn appliances, HVAC, and more into intelligent devices.",887
Automated Insights,https://www.crunchbase.com/organization/automated-insights,"Artificial Intelligence, Big Data, Business Intelligence, Content, E-Commerce, Financial Services","Durham, North Carolina, United States","Creator of Wordsmith, the natural language generation platform that enables you to produce human-sounding narratives from data.",915
American Well,https://www.crunchbase.com/organization/american-well,"Biotechnology, Health Care, Information Technology","Boston, Massachusetts, United States",American Well is a company based connects users instantly with doctors over video feed.,967
Android,https://www.crunchbase.com/organization/android,"Linux, Mobile, Search Engine","Palo Alto, California, United States",Android provides an open-source mobile software platform that allows developers to create applications for mobile devices.,978
Automatic,https://www.crunchbase.com/organization/automatic-com,"Automotive, Industrial Engineering, Internet, Manufacturing","San Francisco, California, United States","Automatic is a Smart Driving Assistant that can save you money on gas, remember where you parked, and even call for help in a crash.",991
Amazon Web Services,https://www.crunchbase.com/organization/amazon-web-services,"Information Services, Information Technology, Software, Web Development","Seattle, Washington, United States",Amazon Web Services provides information technology infrastructure services to businesses in the form of web services.,"1,018"
Amazon,https://www.crunchbase.com/organization/amazon,"Crowdsourcing, Delivery, E-Commerce, Internet, Retail, Software","Seattle, Washington, United States","Amazon is an international e-commerce website for consumers, sellers, and content creators.","1,030"
Air France KLM,https://www.crunchbase.com/organization/air-france,"Aerospace, Transportation","Roissy, Ile-de-France, France","Air France-KLM offers passenger and cargo transportation services, aeronautics maintenance, and other air-transport related activities.","1,038"
Aqua Security,https://www.crunchbase.com/organization/aquasecurity,"Cloud Security, Cyber Security, Security, Software, Virtualization","Ramat Gan, Tel Aviv, Israel",Aqua Security enables enterprises to secure their virtual container environments from development to production.,"1,057"
Atom Tickets,https://www.crunchbase.com/organization/atom-tickets,"Android, Apps, iOS","Santa Monica, California, United States",Atom is an Android and iOS app designed to make going to the movies easy again.,"1,078"
AppsFlyer,https://www.crunchbase.com/organization/appsflyer,"Advertising, Analytics, Android, Apps, iOS, Marketing, Mobile","San Francisco, California, United States",AppsFlyer is a leading platform for Mobile Attribution & Marketing Analytics.,"1,092"
Atavist,https://www.crunchbase.com/organization/atavist,"Publishing, Software","Brooklyn, New York, United States","Atavist builds story-telling software that enables authors to compose, design, publish, and sell digital publications.","1,106"
Alert Logic,https://www.crunchbase.com/organization/alert-logic,"Cloud Security, Network Security, Security","Houston, Texas, United States",Alert Logic provides Security-as-a-Service solutions that secure the application and infrastructure stack of the cloud.,"1,107"
Airware,https://www.crunchbase.com/organization/airware,"Aerospace, Analytics, Drones, Enterprise Software, Robotics","San Francisco, California, United States",Airware is the world’s #1 enterprise drone analytics company.,"1,121"
Afiniti,https://www.crunchbase.com/organization/afiniti,"Analytics, Artificial Intelligence, Big Data, Customer Service, Enterprise Software","Washington, District of Columbia, United States",Big data and artificial intelligence to pair callers with agents on the basis of behavior. Over 1B calls optimized since 2009.,"1,143"
Aspire Health,https://www.crunchbase.com/organization/aspire-health,Health Care,"Nashville, Tennessee, United States",Aspire Health is a healthcare company that focuses on providing support for patients with serious illnesses.,"1,168"
Aryaka Networks,https://www.crunchbase.com/organization/aryaka-networks,"Cloud Computing, Enterprise Software, SaaS","San Mateo, California, United States","Aryaka’s Global SD-WAN provides optimized, software-defined network connectivity and application acceleration to global enterprises","1,169"
Asana,https://www.crunchbase.com/organization/asana,"Collaboration, Enterprise Software, Mobile Apps, Task Management","San Francisco, California, United States",Asana is the leading work-management software for teams.,"1,170"
Airtable,https://www.crunchbase.com/organization/airtable,"Database, Mobile, Mobile Apps, Software","San Francisco, California, United States",The most flexible collaboration platform,"1,183"
Ada Health GmbH,https://www.crunchbase.com/organization/adahealth,"Apps, Artificial Intelligence, Health Care, mHealth, Personal Health","Berlin, Berlin, Germany","Ada Health offers a new approach to personalized health, supported by a sophisticated artificial intelligence technology.","1,214"
Anki,https://www.crunchbase.com/organization/anki,"Artificial Intelligence, Consumer Electronics, Machine Learning, Robotics","San Francisco, California, United States",Anki is an entertainment robotics company dedicated to bringing artificial intelligence and robotics to our everyday lives.,"1,216"
Arevo Labs,https://www.crunchbase.com/organization/arevo-labs,"3D Printing, Computer, Manufacturing, Robotics, Software","Santa Clara, California, United States",Arevo Labs produces products and provides services pertaining to 3-d printing.,"1,225"
Away,https://www.crunchbase.com/organization/away-2,"Consumer, E-Commerce, Manufacturing, Travel","New York, New York, United States",Away is a brand designing thoughtful luggage for modern travel.,"1,253"
Auvik Networks Inc.,https://www.crunchbase.com/organization/auvik-networks,"Cloud Computing, IT Management, SaaS","Waterloo, Ontario, Canada",Auvik's infrastructure-focused RMM (remote monitoring and management) helps MSPs grow their network services profitably.,"1,255"
Allscripts,https://www.crunchbase.com/organization/allscripts,"Enterprise Software, Health Care, Information Technology","Chicago, Illinois, United States",Allscripts provides healthcare information technology solutions.,"1,265"
Audacy,https://www.crunchbase.com/organization/audacy-space,"Aerospace, Telecommunications","Mountain View, California, United States",Audacy is a space communications service provider.,"1,276"
Arctic Wolf Networks,https://www.crunchbase.com/organization/arctic-wolf-networks,"Big Data, Cyber Security, Network Security","Sunnyvale, California, United States",Arctic Wolf provides a managed Firebreak 'detection & response' security service acting as an extension of your IT Security team.,"1,315"
Anodot,https://www.crunchbase.com/organization/anodot,"Analytics, Big Data, Business Intelligence, Machine Learning","Ra'anana, HaMerkaz, Israel","Anodot is a software company that serves as a detection platform for business incidents, anomalies & analytics.","1,322"
Addepar,https://www.crunchbase.com/organization/addepar,"Finance, FinTech, SaaS","Mountain View, California, United States",Addepar is an investment management platform for investors and advisors.,"1,334"
AimBrain,https://www.crunchbase.com/organization/aimbrain,"Biometrics, Biotechnology, Cyber Security, FinTech","London, England, United Kingdom","AimBrain is a BIDaaS (biometric identity as-a-service) platform providing Cloud-based biometric authentication (voice,facial & behavioural).","1,339"
Avast ,https://www.crunchbase.com/organization/avast,"Computer, Security, Software, Software Engineering","Prague, Hlavni mesto Praha, Czech Republic",Avast is a security software development company that protects people from threats on the internet.,"1,381"
Assembly,https://www.crunchbase.com/organization/assembly,"Collaboration, Crowdsourcing, Software","San Francisco, California, United States","Assembly is a web collaboration platform that enables users to develop apps, widgets, platforms, and APIs with the help of other users.","1,393"
Adzuna,https://www.crunchbase.com/organization/adzuna,"Career Planning, Classifieds, Employment, Internet, Search Engine","London, England, United Kingdom",Adzuna is a smart search engine for job ads.,"1,437"
Acast,https://www.crunchbase.com/organization/acast,"Audio, Internet Radio, Podcast","Stockholm, Stockholms Lan, Sweden","Acast is an audio-on-demand and podcast platform that hosts, monetizes, and distributes audio content globally.","1,449"
Artsy,https://www.crunchbase.com/organization/art-sy,"Art, Content Discovery, Internet","New York, New York, United States",Artsy is a global platform for discovering and collecting art.,"1,452"
Andrew Alliance,https://www.crunchbase.com/organization/andrew-alliance,Robotics,"Genève, Geneve, Switzerland",Andrew Alliance is the Swiss pioneer in robotics for the Life Sciences sector.,"1,454"
Augmate,https://www.crunchbase.com/organization/augmate,"Augmented Reality, Bitcoin, Blockchain, Cryptocurrency, Enterprise Software, Ethereum, Internet of Things, Mobile Devices, Software, Wearables","New York, New York, United States",Augmate and Augmate Connect provide the leading device management platform using distributed ledger technology.,"1,492"
ACORN OakNorth Holdings Ltd.,https://www.crunchbase.com/organization/oaknorth-bank,"Artificial Intelligence, Banking, Big Data, Commercial Lending, Finance, Financial Services, FinTech, Lending, Machine Learning, Personal Finance, Small and Medium Businesses","London, England, United Kingdom","OakNorth is a UK bank that provides fast, flexible and accessible debt finance (loans of £0.5m-£30m) to fast-growth businesses.","1,493"
AirMap,https://www.crunchbase.com/organization/noflyzone,"Aerospace, Autonomous Vehicles, Big Data, Drones, Navigation, Robotics","Santa Monica, California, United States",AirMap is the world’s leading airspace services platform for unmanned aircraft.,"1,494"
Ankr Network,https://www.crunchbase.com/organization/ankr-network,"Information Services, Information Technology, Network Security","Berkeley, California, United States",Ankr Network is  Cloud Computing on Trusted Hardware Firm. ,"1,495"
ALICE,https://www.crunchbase.com/organization/alice-app,"Hospitality, Mobile, Service Industry","New York, New York, United States",ALICE connects every department of your hotel with one platform for all staff communication and guest requests,"1,500"
AgriProtein,https://www.crunchbase.com/organization/agriprotein,"Agriculture, Recycling, Service Industry","Cape Town, NA - South Africa, South Africa",Agriprotein specializes in nutrient recycling to create sustainable sources of protein for the mono-gastric animal feed industry.,"1,503"
Algolux Inc.,https://www.crunchbase.com/organization/algolux,"Artificial Intelligence, Computer Vision, Machine Learning, Software","Montréal, Quebec, Canada",Algolux is a Canada-based company that provides machine learning optimization platform intended for imaging and computer vision systems.,"1,550"
Ahalogy,https://www.crunchbase.com/organization/ahalogy,"Brand Marketing, Content, Content Creators, Content Marketing, Information Technology, SaaS, Social Media, Software","Cincinnati, Ohio, United States","Ahalogy is the Passion to Purchase Platform™ - combining category trend data, influencer network & social optimization software to drive ROI","1,556"
Amuse.io,https://www.crunchbase.com/organization/amuse-io,Music Label,"Stockholm, Stockholms Lan, Sweden",Amuse.io is a mobile record company.,"1,575"
AppDirect,https://www.crunchbase.com/organization/appdirect,"Apps, Enterprise Software, IaaS, Internet, PaaS, SaaS","San Francisco, California, United States",AppDirect provides the only end-to-end cloud commerce platform for succeeding in the digital economy. ,"1,588"
Anju Software,https://www.crunchbase.com/organization/anju-software,"Customer Service, Operating Systems, Software","New York, New York, United States",Anju Software is a a NY-based life sciences software platform.,"1,595"
AppLovin,https://www.crunchbase.com/organization/applovin,"Advertising, Mobile, Mobile Apps","Palo Alto, California, United States",AppLovin is a comprehensive platform where app developers of all sizes can connect with their ideal consumers and get discovered.,"1,634"
Aphria Inc.,https://www.crunchbase.com/organization/aphria,"Alternative Medicine, Marijuana, Medical, Pharmaceutical","Canada, North America",Aphria is a Canada-based company committed to providing accessible medical cannabis.,"1,649"
Accompany,https://www.crunchbase.com/organization/accompany,"Artificial Intelligence, Contact Management, Mobile Apps, Professional Networking, Sales, Social Network, Software","Los Altos, California, United States",The richest database of senior decision makers in the world.,"1,657"
AppZen,https://www.crunchbase.com/organization/appzen,"Accounting, Artificial Intelligence, Big Data, Enterprise Software, FinTech, SaaS","Santa Clara, California, United States",Artificial Intelligence powered SaaS solution for automating enterprise back office processes,"1,667"
Amplitude,https://www.crunchbase.com/organization/amplitude,"Analytics, Big Data, Mobile, Product Management, SaaS","San Francisco, California, United States",Amplitude provides product analytics to help companies understand user behavior.,"1,675"
AirHelp,https://www.crunchbase.com/organization/airhelp,"Document Management, Internet, Legal, Transportation","New York, New York, United States","AirHelp helps air passengers get compensation from airlines when their flight gets cancelled, delayed or overbooked.","1,681"
Alation,https://www.crunchbase.com/organization/alation,"Analytics, Big Data, Data Integration, Information Technology","Redwood City, California, United States",Alation is a platform that makes data more accessible to individuals across an organization.,"1,691"
AID:Tech,https://www.crunchbase.com/organization/aid-tech,"Digital Media, Enterprise Software, Social Assistance, Social Innovation, Software","Dublin, Dublin, Ireland","AID:Tech focuses on the delivery of digital entitlements, such as aid, welfare & remittance, using Blockchain technology & Digital Identity.","1,698"
Abstract,https://www.crunchbase.com/organization/abstract,"Apps, Software, Web Apps, Web Design","San Francisco, California, United States",Abstract is a design and workflow platform that helps designers work together.,"1,708"
American Civil Liberties Union,https://www.crunchbase.com/organization/american-civil-liberties-union,"Advice, Legal, Non Profit","New York, New York, United States","The ACLU of Massachusetts is a private, voluntary, and nonpartisan organization that works to defend and preserve the nation's civic values.","1,718"
Aerohive Networks,https://www.crunchbase.com/organization/aerohive-networks,"Cloud Infrastructure, Mobile, Wireless","Sunnyvale, California, United States",Aerohive Networks develops cooperative control architecture that improves the efficiency of enterprise Wi-Fi systems.,"1,722"
Arundo Analytics,https://www.crunchbase.com/organization/arundo-analytics,"Artificial Intelligence, Big Data, Energy, Internet of Things, Machine Learning","Palo Alto, California, United States",Machine learning for assets heavy industries · Big Data · Analytics · Data Science · Internet of Things· Industrial Internet · AI,"1,724"
AT&T,https://www.crunchbase.com/organization/at-t,"Mobile, Service Industry, Telecommunications, Wireless","Dallas, Texas, United States","AT&T is a telecommunications company that provides wireless communications, local exchange, and long-distance services.","1,732"
Albert,https://www.crunchbase.com/organization/albert-3,"Finance, Financial Services, Software","Los Angeles, California, United States",Albert offers a team of financial experts at your fingertips.,"1,737"
Atomwise,https://www.crunchbase.com/organization/atomwise,"Health Care, Machine Learning, Medical","San Francisco, California, United States",Atomwise develops artificial intelligence systems using powerful deep learning algorithms and supercomputers for drug discovery.,"1,773"
Armis Security,https://www.crunchbase.com/organization/armis-security,"Cyber Security, Internet of Things, Security","Palo Alto, California, United States",Armis Security is an agentless IoT security solution that lets enterprises see and control any device or network.,"1,777"
Amazon Pay (India),https://www.crunchbase.com/organization/amazon-pay-india,"Internet, Mobile Payments, Payments","Seattle, Washington, United States",Amazon Pay (India) is an e-commerce major Amazon India’s payments portal.,"1,793"
Avvo,https://www.crunchbase.com/organization/avvo,"Consulting, Legal, Marketplace","Seattle, Washington, United States","Avvo is a legal marketplace, directory, and question and answer forum that connects individuals with lawyers.","1,812"
Adobe Systems,https://www.crunchbase.com/organization/adobe-systems,"Collaboration, Enterprise Software, Image Recognition, Photo Editing","San Jose, California, United States",Adobe provides digital media and digital marketing solutions.,"1,813"
Acudeen Technologies Inc.,https://www.crunchbase.com/organization/acudeen-technologies-inc,"Financial Services, Service Industry, Small and Medium Businesses","Makati, Manila, Philippines",Acudeen is an online technology platform that connects Small and Medium Enterprises to Financial Institutions through Invoice Discounting,"1,820"
Awarepoint,https://www.crunchbase.com/organization/awarepoint,"Health Care, Marketplace, Software","San Diego, California, United States","Awarepoint provides workflow automation, tracking solutions and real-time location systems to the acute care hospital marketplace.","1,827"
Advanced Microgrid Solutions,https://www.crunchbase.com/organization/advanced-microgrid-solutions,"Clean Energy, Energy, Energy Storage, Renewable Energy","San Francisco, California, United States",AMS installs advanced energy storage systems in buildings to lower energy costs for consumers and provide clean.,"1,845"
Aston Martin Lagonda Ltd,https://www.crunchbase.com/organization/aston-martin-lagonda-ltd,"Automotive, Leisure, Manufacturing","Warwick, Warwickshire, United Kingdom",Aston Martin Lagonda is an automotive platform.,"1,857"
AirWatch,https://www.crunchbase.com/organization/airwatch,"Computer, Enterprise, Mobile, Mobile Devices, Security","Atlanta, Georgia, United States","AirWatch engages in enterprise-grade mobile device, application, and content management designed to simplify mobility.","1,905"
